directory_name,detail_url,name_ja,name_roman,level_raw,level_normalized,type_raw,type_normalized,attribute_raw,attribute_normalized,special_moves_raw,main_image_url,has_additional_illustrations,additional_illustration_count,listing_level,listing_level_2,listing_level_order,is_x_antibody,icon_new,icon_20th,profile_ja_available_on_official_page,profile_ja_char_count,profile_ja_sha256,profile_ja_omitted_from_bundle
gasamon,https://digimon.net/reference/detail.php?directory_name=gasamon,ガサモン,GASAMON,成長期,成長期,軟体型,軟体型,ウィルス,ウィルス,"・編笠スピン斬り
・粘溶液（ねんようえき）",https://digimon.net/cimages/digimon/gasamon.jpg,False,0,成長期,,3,False,False,False,True,252,0e8e8dee0a7c567549437d3871360b609237459bcb7f7e6f6f30ff1ddecdf40a,True
takinmon,https://digimon.net/reference/detail.php?directory_name=takinmon,ターキモン,TAKINMON,成長期,成長期,獣型,獣型,ワクチン,ワクチン,"・猛冲角（もうちゅうかく）
・岩衝弾（がんしょうだん）",https://digimon.net/cimages/digimon/takinmon.jpg,False,0,成長期,,3,False,False,False,True,259,cdcdcc81d74038e477b0063418dc671406db9a91c7699d93a5aa49a2e7224785,True
fujamon,https://digimon.net/reference/detail.php?directory_name=fujamon,フージャモン,FUJAMON,成長期,成長期,水棲型,水棲型,ウィルス,ウィルス,"・泿水弾（ぎんすいだん）
・蛟牙（こうが）",https://digimon.net/cimages/digimon/fujamon.jpg,False,0,成長期,,3,False,False,False,True,280,250abf45400963068412f2df3aefb3d45deda68ea1a669cbf38336024b6a9b26,True
kakamon,https://digimon.net/reference/detail.php?directory_name=kakamon,カカモン,KAKAMON,成長期,成長期,獣型,獣型,ワクチン,ワクチン,"・猿攻回転弾（えんこうかいてんだん）
・金絲吼（きんしこう）",https://digimon.net/cimages/digimon/kakamon.jpg,False,0,成長期,,3,False,False,False,True,325,68b55f89a53672c1db71af5c51c8fb30b42079ee940b8887445b5cf6c1c67e02,True
armalizamon,https://digimon.net/reference/detail.php?directory_name=armalizamon,アルマリザモン,ARMALIZAMON,成熟期,成熟期,爬虫類型,爬虫類型,データ,データ,"・ニュートロンレイザー
・ニュートロンデフューザー
・ニュートロンブレイド
・デスロールプレス",https://digimon.net/cimages/digimon/armalizamon.jpg,False,0,成熟期,,4,False,False,False,True,550,0b8097ebda751945a8f2ad467e24aea8512aa384f8bb39086ee6e467409d326a,True
onibimon,https://digimon.net/reference/detail.php?directory_name=onibimon,オニビモン,ONIBIMON,幼年期Ⅱ,幼年期Ⅱ,ゴースト型,ゴースト型,,,・燐火（りんか）,https://digimon.net/cimages/digimon/onibimon.jpg,False,0,幼年期Ⅱ,,2,False,False,False,True,145,7aa95012b1700f3876d68478b98cf229e9c57fa8fc979a4008909a57faea1d5b,True
tomorimon,https://digimon.net/reference/detail.php?directory_name=tomorimon,トモリモン,TOMORIMON,幼年期Ⅰ,幼年期Ⅰ,ゴースト型,ゴースト型,,,・ヒノタマ,https://digimon.net/cimages/digimon/tomorimon.jpg,False,0,幼年期Ⅰ,,1,False,False,False,True,155,02a45269cccd312b4c2399d1a5a11ad95bed6cfecb672c94d48a790baeb15b26,True
mococomon,https://digimon.net/reference/detail.php?directory_name=mococomon,モココモン,MOCOCOMON,幼年期Ⅱ,幼年期Ⅱ,スモーク型,スモーク型,,,・黏雲（ねんうん）,https://digimon.net/cimages/digimon/mococomon.jpg,False,0,幼年期Ⅱ,,2,False,False,False,True,197,cef44bbf5d9b08a7a782fce7b5c98cf885040c5e3a1273a682a787ede7921745,True
fukamon,https://digimon.net/reference/detail.php?directory_name=fukamon,フカモン,FUKAMON,幼年期Ⅰ,幼年期Ⅰ,スモーク型,スモーク型,,,・呼雲（こうん）,https://digimon.net/cimages/digimon/fukamon.jpg,False,0,幼年期Ⅰ,,1,False,False,False,True,165,e3c958f0816efecbfc1f75e381d0718047278c2fa4695670660e089e1c505dab,True
parallelmon,https://digimon.net/reference/detail.php?directory_name=parallelmon,パラレルモン,PARALLELMON,究極体,究極体,突然変異型,突然変異型,ウィルス,ウィルス,"・アブソーベント・バン
・エンドレストランス",https://digimon.net/cimages/digimon/parallelmon.jpg,False,0,究極体,,6,False,False,False,True,256,de6c0127366cf80950efb78fb488420a3063f923b7156ef92d41d21d51abfec7,True
nightchiropmon,https://digimon.net/reference/detail.php?directory_name=nightchiropmon,ナイトキロプモン,NIGHTCHIROPMON,成熟期,成熟期,獣人型,獣人型,ウィルス,ウィルス,"・プロビデンススキャン
・シャドウアーツ
・ジャイアントラング
・メズマバースト",https://digimon.net/cimages/digimon/nightchiropmon.jpg,False,0,成熟期,,4,False,False,False,True,513,001f85dd04466a1f9fd72865fb34bfbb241f283c993a50d6cbb88d8631766a31,True
styracomon,https://digimon.net/reference/detail.php?directory_name=styracomon,スティラコモン,STYRACOMON,究極体,究極体,竜人型,竜人型,データ,データ,"・クリムゾンクレスト
・ドレッドノートスタンピード",https://digimon.net/cimages/digimon/styracomon.jpg,False,0,究極体,,6,False,False,False,True,343,d8005e2b8c9b34c0cf6353774acdfa18b2934821b3a87b3b500b959d72bc6696,True
taotiemon,https://digimon.net/reference/detail.php?directory_name=taotiemon,タオティエモン,TAOTIEMON,究極体,究極体,鬼人型,鬼人型,ウィルス,ウィルス,"・九淵貪角(きゅうえんどんかく)
・穢吐餓(えとが)
・饕飢爆（とうきばく）",https://digimon.net/cimages/digimon/taotiemon.jpg,False,0,究極体,,6,False,False,False,True,470,a7ec100f3e631a54c49f5d88dce9015567bea5a3189c3d8ed8d766c2bc9ac2f7,True
craniummon_enbarrmon,https://digimon.net/reference/detail.php?directory_name=craniummon_enbarrmon,クレニアムモン+アンヴァルモン,CRANIUMMON + ENBARRMON,究極体,究極体,聖騎士型,聖騎士型,ワクチン,ワクチン,・ルースレスチャージ,https://digimon.net/cimages/digimon/craniummon_enbarrmon.jpg,False,0,究極体,,6,False,False,False,True,529,d32196106ce767321067cb8cbd8108174e121fc00d24c4212cc01ddc6f351fc0,True
enbarrmon,https://digimon.net/reference/detail.php?directory_name=enbarrmon,アンヴァルモン,ENBARRMON,完全体,完全体,アンデッド型,アンデッド型,データ,データ,"・ディスレンジホーン
・ヴェインアンサー",https://digimon.net/cimages/digimon/enbarrmon.jpg,False,0,完全体,,5,False,False,False,True,275,40eedf8f49e79f4b55d037ef57856d99f2dbb64944e718fecde911d1daca2623,True
metatromon,https://digimon.net/reference/detail.php?directory_name=metatromon,メタトロモン,METATROMON,究極体,究極体,マシーン型,マシーン型,ワクチン,ワクチン,"・アイアンヘイロウ
・アイズオブエノク
・メタトロニオス",https://digimon.net/cimages/digimon/metatromon.jpg,False,0,究極体,,6,False,False,False,True,549,6a77009429c59a14501c0a489f2eac7580218ae1a98fdcd0a2d2d6c2ad622a64,True
greatgryzmon,https://digimon.net/reference/detail.php?directory_name=greatgryzmon,グレートグリズモン,GREATGRYZMON,完全体,完全体,獣人型,獣人型,ワクチン,ワクチン,"・闘魂爪（とうこんそう）
・爆霧（ばくぎり）
・GGS（ジージーエス）",https://digimon.net/cimages/digimon/greatgryzmon.jpg,False,0,完全体,,5,False,False,False,True,281,ab1572a32704d5d996c67ff844572b71982e6bdbd7d55010117188293a995a2f,True
titamon_skullbaluchimon,https://digimon.net/reference/detail.php?directory_name=titamon_skullbaluchimon,タイタモン+スカルバルキモン,TITAMON+SKULLBALUCHIMON,究極体,究極体,神人型,神人型,ウィルス,ウィルス,・千塵鬼神斬（せんじんきしんざん）,https://digimon.net/cimages/digimon/titamon_skullbaluchimon.jpg,False,0,究極体,,6,False,False,False,True,317,8ce1b2ab7ac56d33ccf45cff163eed265b6d80e059b211d695dff9f8401552d3,True
cougarmon,https://digimon.net/reference/detail.php?directory_name=cougarmon,クーガモン,COUGARMON,成熟期,成熟期,哺乳類型,哺乳類型,ウィルス,ウィルス,"・ルースレスファング
・ルースレスクロー
・ラースロア",https://digimon.net/cimages/digimon/cougarmon.jpg,False,0,成熟期,,4,False,False,False,True,291,2bea90ee5d340bd767ffd7d33764f0a66ff55c652267144fcb67d67ec6bc066c,True
masterblimpmon,https://digimon.net/reference/detail.php?directory_name=masterblimpmon,マスターブリンプモン,MASTERBLIMPMON,完全体,完全体,マシーン型,マシーン型,データ,データ,"・ツェッペリンサーカス
・デアデビルブレイク",https://digimon.net/cimages/digimon/masterblimpmon.jpg,False,0,完全体,,5,False,False,False,True,221,d19fe5c1bec4cbf56bc75b202bd2a2dcc1cfb9adbfe30747fccb3913365d52b0,True
hyemon,https://digimon.net/reference/detail.php?directory_name=hyemon,ハイエモン,HYEMON,成長期,成長期,獣型,獣型,データ,データ,"・カーズバイト
・リリースハウリング",https://digimon.net/cimages/digimon/hyemon.jpg,False,0,成長期,,3,False,False,False,True,301,5bc064213cf942ac49275cce462be2af9a25d8729dbd2d95c36267cfadb5df38,True
murasamemon,https://digimon.net/reference/detail.php?directory_name=murasamemon,ムラサメモン,MURASAMEMON,完全体,完全体,獣人型,獣人型,ウィルス,ウィルス,"・豪ノ斬・叢時雨（ごうのざん・むらしぐれ）
・柔ノ斬・月時雨（じゅうのざん・つきしぐれ）
・終ノ斬・哭雨（ついのざん・こくう）",https://digimon.net/cimages/digimon/murasamemon.jpg,False,0,完全体,,5,False,False,False,True,462,3f2217e9d50ee442105bd61611ba50305a58bae80fa2b4ddc477ea4a639c6734,True
wolvermon,https://digimon.net/reference/detail.php?directory_name=wolvermon,ウルヴァモン,WOLVERMON,成熟期,成熟期,サイボーグ型,サイボーグ型,ワクチン,ワクチン,"・ラピッドバースト
・スキャッターロケット
・バージャースラッシュ
・トムボーイブレイズ",https://digimon.net/cimages/digimon/wolvermon.jpg,False,0,成熟期,,4,False,False,False,True,352,31e09d3c6c73bc51d75dc795e3451acdb4c364fedb363db25c0d8b9a9a1d9dbb,True
chiropmon,https://digimon.net/reference/detail.php?directory_name=chiropmon,キロプモン,CHIROPMON,成長期,成長期,哺乳類型,哺乳類型,ウィルス,ウィルス,"・パラライズエコー
・アナライズエコー
・キュリアスアイズ
・コンデンスドエコー",https://digimon.net/cimages/digimon/chiropmon.jpg,False,0,成長期,,3,False,False,False,True,470,8b61b8e4cf67fa7747c7f1de2567121b791f42379b8de00969120ccea4ce349b,True
pristimon,https://digimon.net/reference/detail.php?directory_name=pristimon,プリスティモン,PRISTIMON,成長期,成長期,パペット型,パペット型,ワクチン,ワクチン,"・プリショット
・スタブクロー
・テイルスラップ",https://digimon.net/cimages/digimon/pristimon.jpg,False,0,成長期,,3,False,False,False,True,343,977ae9d9c66b3245c9d8b06463b449a24c966d875f19f6038f2e7bc150c8b437,True
