source_id,source_name_ja,locale,position,related_id,related_name_displayed,related_type_displayed,snapshot_only,source_url
6,アドモン,en,1,2,Callmon,Phone / Social,True,https://digimon.net/appmon_en/detail.php?id=6
6,アドモン,en,2,3,Mailmon,Mail / Social,True,https://digimon.net/appmon_en/detail.php?id=6
6,アドモン,en,3,9,Messemon,Message / Social,True,https://digimon.net/appmon_en/detail.php?id=6
6,アドモン,zh_hans,1,2,电话兽,电话 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=6
6,アドモン,zh_hans,2,79,社交兽,社交网络 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=6
6,アドモン,zh_hans,3,9,信息兽,短信息 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=6
6,アドモン,zh_hant,1,79,社交獸,SNS / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=6
6,アドモン,zh_hant,2,9,訊息獸,訊息 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=6
6,アドモン,zh_hant,3,2,電話獸,電話 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=6
7,レビューモン,ja,1,18,ニュースモン,ニュース / ナビ,True,https://digimon.net/appmon/detail.php?id=7
7,レビューモン,ja,2,10,コソモン,裏口コミ / ソーシャル,True,https://digimon.net/appmon/detail.php?id=7
7,レビューモン,ja,3,80,ゴシップモン,ゴシップ / ソーシャル,True,https://digimon.net/appmon/detail.php?id=7
7,レビューモン,ko,1,80,가십몬,가십 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=7
7,レビューモン,ko,2,18,뉴스몬,뉴스 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=7
7,レビューモン,ko,3,10,속닥몬,비밀 후기 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=7
7,レビューモン,en,1,56,Dogamon,Video / Entertainment,True,https://digimon.net/appmon_en/detail.php?id=7
7,レビューモン,en,2,80,Gossipmon,Gossip / Social,True,https://digimon.net/appmon_en/detail.php?id=7
7,レビューモン,en,3,10,Kosomon,Gossip Review / Social,True,https://digimon.net/appmon_en/detail.php?id=7
7,レビューモン,zh_hans,1,10,嘀咕兽,匿名点评 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=7
7,レビューモン,zh_hans,2,80,闲言兽,闲话八卦 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=7
7,レビューモン,zh_hans,3,56,影视兽,视频 / 娱乐,True,https://digimon.net/appmon_zh-CHS/detail.php?id=7
7,レビューモン,zh_hant,1,18,新聞獸,新聞 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=7
7,レビューモン,zh_hant,2,80,傳聞獸,傳聞 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=7
7,レビューモン,zh_hant,3,10,傳聞獸,小道消息 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=7
8,セットモン,ja,1,65,スリープモン,睡眠 / ライフ,True,https://digimon.net/appmon/detail.php?id=8
8,セットモン,ja,2,75,ジショモン,辞書 / ライフ,True,https://digimon.net/appmon/detail.php?id=8
8,セットモン,ja,3,58,ブックモン,電子書籍 / エンタメ,True,https://digimon.net/appmon/detail.php?id=8
8,セットモン,ko,1,65,슬립몬,수면 / 라이프,True,https://digimon.net/appmon_ko/detail.php?id=8
8,セットモン,ko,2,17,호텔몬,호텔 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=8
8,セットモン,ko,3,102,드리몬,꿈 / 엔터테인먼트,True,https://digimon.net/appmon_ko/detail.php?id=8
8,セットモン,en,1,75,Jishomon,Dictionary / Life,True,https://digimon.net/appmon_en/detail.php?id=8
8,セットモン,en,2,17,Yadomon,Hotel  / Navi,True,https://digimon.net/appmon_en/detail.php?id=8
8,セットモン,en,3,58,Bookmon,eBook / Entertainment,True,https://digimon.net/appmon_en/detail.php?id=8
8,セットモン,zh_hans,1,102,梦境兽,梦境 / 娱乐,True,https://digimon.net/appmon_zh-CHS/detail.php?id=8
8,セットモン,zh_hans,2,58,书本兽,电子书 / 娱乐,True,https://digimon.net/appmon_zh-CHS/detail.php?id=8
8,セットモン,zh_hans,3,75,辞典兽,词典 / 生活,True,https://digimon.net/appmon_zh-CHS/detail.php?id=8
8,セットモン,zh_hant,1,106,圖書館獸,圖書館 / 生活,True,https://digimon.net/appmon_zh-CHT/detail.php?id=8
8,セットモン,zh_hant,2,65,睡眠獸,睡眠 / 生活,True,https://digimon.net/appmon_zh-CHT/detail.php?id=8
8,セットモン,zh_hant,3,102,夢境獸,夢 / 娛樂,True,https://digimon.net/appmon_zh-CHT/detail.php?id=8
9,メッセモン,ja,1,3,メールモン,メール / ソーシャル,True,https://digimon.net/appmon/detail.php?id=9
9,メッセモン,ja,2,79,ソーシャモン,ＳＮＳ / ソーシャル,True,https://digimon.net/appmon/detail.php?id=9
9,メッセモン,ja,3,2,コールモン,電話 / ソーシャル,True,https://digimon.net/appmon/detail.php?id=9
9,メッセモン,ko,1,3,메일몬,메일 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=9
9,メッセモン,ko,2,79,소셔몬,SNS / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=9
9,メッセモン,ko,3,6,어드몬,주소록 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=9
9,メッセモン,en,1,6,Addmon,Address Book / Social,True,https://digimon.net/appmon_en/detail.php?id=9
9,メッセモン,en,2,3,Mailmon,Mail / Social,True,https://digimon.net/appmon_en/detail.php?id=9
9,メッセモン,en,3,2,Callmon,Phone / Social,True,https://digimon.net/appmon_en/detail.php?id=9
9,メッセモン,zh_hans,1,79,社交兽,社交网络 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=9
9,メッセモン,zh_hans,2,2,电话兽,电话 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=9
9,メッセモン,zh_hans,3,6,通讯录兽,通讯录 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=9
9,メッセモン,zh_hant,1,3,郵件獸,郵件 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=9
9,メッセモン,zh_hant,2,2,電話獸,電話 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=9
9,メッセモン,zh_hant,3,79,社交獸,SNS / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=9
10,コソモン,ja,1,80,ゴシップモン,ゴシップ / ソーシャル,True,https://digimon.net/appmon/detail.php?id=10
10,コソモン,ja,2,7,レビューモン,口コミ / ソーシャル,True,https://digimon.net/appmon/detail.php?id=10
10,コソモン,ja,3,56,ドーガモン,動画 / エンタメ,True,https://digimon.net/appmon/detail.php?id=10
10,コソモン,ko,1,18,뉴스몬,뉴스 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=10
10,コソモン,ko,2,7,리뷰몬,리뷰 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=10
10,コソモン,ko,3,56,비디몬,영상 / 엔터테인먼트,True,https://digimon.net/appmon_ko/detail.php?id=10
10,コソモン,en,1,18,Newsmon,News / Navi,True,https://digimon.net/appmon_en/detail.php?id=10
10,コソモン,en,2,7,Reviewmon,Review / Social,True,https://digimon.net/appmon_en/detail.php?id=10
10,コソモン,en,3,56,Dogamon,Video / Entertainment,True,https://digimon.net/appmon_en/detail.php?id=10
10,コソモン,zh_hans,1,80,闲言兽,闲话八卦 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=10
10,コソモン,zh_hans,2,7,评论兽,点评 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=10
10,コソモン,zh_hans,3,18,新闻兽,新闻 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=10
10,コソモン,zh_hant,1,7,評論獸,評論 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=10
10,コソモン,zh_hant,2,80,傳聞獸,傳聞 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=10
10,コソモン,zh_hant,3,18,新聞獸,新聞 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=10
11,ロケットモン,ja,1,86,スコープモン,監視 / ツール,True,https://digimon.net/appmon/detail.php?id=11
11,ロケットモン,ja,2,21,キャメラモン,カメラ / ツール,True,https://digimon.net/appmon/detail.php?id=11
11,ロケットモン,ja,3,83,ウェザドラモン,天候 / ナビ,True,https://digimon.net/appmon/detail.php?id=11
11,ロケットモン,ko,1,86,스코프몬,감시 / 툴,True,https://digimon.net/appmon_ko/detail.php?id=11
11,ロケットモン,ko,2,18,뉴스몬,뉴스 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=11
11,ロケットモン,ko,3,15,웨더몬,날씨 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=11
11,ロケットモン,en,1,21,Cameramon,Camera / Tool,True,https://digimon.net/appmon_en/detail.php?id=11
11,ロケットモン,en,2,86,Scopemon,Monitoring / Tool,True,https://digimon.net/appmon_en/detail.php?id=11
11,ロケットモン,en,3,83,Weatherdramon,Weather  / Navi,True,https://digimon.net/appmon_en/detail.php?id=11
11,ロケットモン,zh_hans,1,46,射击兽,射击游戏 / 游戏,True,https://digimon.net/appmon_zh-CHS/detail.php?id=11
11,ロケットモン,zh_hans,2,15,天气兽,天气 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=11
11,ロケットモン,zh_hans,3,18,新闻兽,新闻 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=11
11,ロケットモン,zh_hant,1,21,攝影獸,相機 / 工具,True,https://digimon.net/appmon_zh-CHT/detail.php?id=11
11,ロケットモン,zh_hant,2,15,天氣獸,天氣 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=11
11,ロケットモン,zh_hant,3,18,新聞獸,新聞 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=11
12,ナビモン,ja,1,78,ドガッチモン,超検索 / ソーシャル,True,https://digimon.net/appmon/detail.php?id=12
12,ナビモン,ja,2,4,ツブモン,つぶやき / ソーシャル,True,https://digimon.net/appmon/detail.php?id=12
12,ナビモン,ja,3,1,ガッチモン,検索 / ソーシャル,True,https://digimon.net/appmon/detail.php?id=12
12,ナビモン,ko,1,1,서치몬,검색 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=12
12,ナビモン,ko,2,4,츠부몬,트윗 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=12
12,ナビモン,ko,3,78,슈퍼 서치몬,슈퍼 검색 / 소셜,True,https://digimon.net/appmon_ko/detail.php?id=12
12,ナビモン,en,1,78,DoGatchmon,Super Search / Social,True,https://digimon.net/appmon_en/detail.php?id=12
12,ナビモン,en,2,1,Gatchmon,Search  / Social,True,https://digimon.net/appmon_en/detail.php?id=12
12,ナビモン,en,3,4,Tweetmon,Tweet / Social,True,https://digimon.net/appmon_en/detail.php?id=12
12,ナビモン,zh_hans,1,1,盖奇兽,搜索 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=12
12,ナビモン,zh_hans,2,4,发文兽,微博客 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=12
12,ナビモン,zh_hans,3,78,大盖奇兽,超级搜索 / 社交,True,https://digimon.net/appmon_zh-CHS/detail.php?id=12
12,ナビモン,zh_hant,1,4,發文獸,發文 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=12
12,ナビモン,zh_hant,2,78,大蓋奇獸,超級搜索 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=12
12,ナビモン,zh_hant,3,1,蓋奇獸,搜索 / 社交,True,https://digimon.net/appmon_zh-CHT/detail.php?id=12
13,ジェットモン,ja,1,17,ヤドモン,ホテル / ナビ,True,https://digimon.net/appmon/detail.php?id=13
13,ジェットモン,ja,2,61,トリックモン,手品 / エンタメ,True,https://digimon.net/appmon/detail.php?id=13
13,ジェットモン,ja,3,14,レッシャモン,乗換 / ナビ,True,https://digimon.net/appmon/detail.php?id=13
13,ジェットモン,ko,1,91,워프몬,전송 / 시스템,True,https://digimon.net/appmon_ko/detail.php?id=13
13,ジェットモン,ko,2,16,컴퍼스몬,나침반 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=13
13,ジェットモン,ko,3,51,레이스몬,레이스 / 게임,True,https://digimon.net/appmon_ko/detail.php?id=13
13,ジェットモン,en,1,51,Racemon,Race  / Game,True,https://digimon.net/appmon_en/detail.php?id=13
13,ジェットモン,en,2,17,Yadomon,Hotel  / Navi,True,https://digimon.net/appmon_en/detail.php?id=13
13,ジェットモン,en,3,16,Compassmon,Compass / Navi,True,https://digimon.net/appmon_en/detail.php?id=13
13,ジェットモン,zh_hans,1,82,云游兽,旅行 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=13
13,ジェットモン,zh_hans,2,14,列车兽,乘车查询 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=13
13,ジェットモン,zh_hans,3,51,竞速兽,竞速游戏 / 游戏,True,https://digimon.net/appmon_zh-CHS/detail.php?id=13
13,ジェットモン,zh_hant,1,82,旅行獸,旅行 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=13
13,ジェットモン,zh_hant,2,51,賽車獸,競賽 / 遊戲,True,https://digimon.net/appmon_zh-CHT/detail.php?id=13
13,ジェットモン,zh_hant,3,91,傳送獸,傳送 / 系統,True,https://digimon.net/appmon_zh-CHT/detail.php?id=13
14,レッシャモン,ja,1,17,ヤドモン,ホテル / ナビ,True,https://digimon.net/appmon/detail.php?id=14
14,レッシャモン,ja,2,13,ジェットモン,フライト / ナビ,True,https://digimon.net/appmon/detail.php?id=14
14,レッシャモン,ja,3,82,トリップモン,旅行 / ナビ,True,https://digimon.net/appmon/detail.php?id=14
14,レッシャモン,ko,1,82,트립몬,여행 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=14
14,レッシャモン,ko,2,17,호텔몬,호텔 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=14
14,レッシャモン,ko,3,16,컴퍼스몬,나침반 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=14
14,レッシャモン,en,1,17,Yadomon,Hotel  / Navi,True,https://digimon.net/appmon_en/detail.php?id=14
14,レッシャモン,en,2,16,Compassmon,Compass / Navi,True,https://digimon.net/appmon_en/detail.php?id=14
14,レッシャモン,en,3,82,Tripmon,Trip / Navi,True,https://digimon.net/appmon_en/detail.php?id=14
14,レッシャモン,zh_hans,1,16,指南针兽,指南针 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=14
14,レッシャモン,zh_hans,2,17,旅店兽,订房 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=14
14,レッシャモン,zh_hans,3,13,喷气兽,航空 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=14
14,レッシャモン,zh_hant,1,16,指南針獸,指南針 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=14
14,レッシャモン,zh_hant,2,17,旅館獸,飯店 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=14
14,レッシャモン,zh_hant,3,13,噴射機獸,航班 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=14
15,ウェザーモン,ja,1,11,ロケットモン,ロケット / ナビ,True,https://digimon.net/appmon/detail.php?id=15
15,ウェザーモン,ja,2,83,ウェザドラモン,天候 / ナビ,True,https://digimon.net/appmon/detail.php?id=15
15,ウェザーモン,ja,3,18,ニュースモン,ニュース / ナビ,True,https://digimon.net/appmon/detail.php?id=15
15,ウェザーモン,ko,1,11,로켓몬,로켓 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=15
15,ウェザーモン,ko,2,18,뉴스몬,뉴스 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=15
15,ウェザーモン,ko,3,83,웨더드라몬,기후 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=15
15,ウェザーモン,en,1,11,Rocketmon,Rocket / Navi,True,https://digimon.net/appmon_en/detail.php?id=15
15,ウェザーモン,en,2,83,Weatherdramon,Weather  / Navi,True,https://digimon.net/appmon_en/detail.php?id=15
15,ウェザーモン,en,3,18,Newsmon,News / Navi,True,https://digimon.net/appmon_en/detail.php?id=15
15,ウェザーモン,zh_hans,1,83,气象龙兽,天候 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=15
15,ウェザーモン,zh_hans,2,18,新闻兽,新闻 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=15
15,ウェザーモン,zh_hans,3,11,火箭兽,火箭 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=15
15,ウェザーモン,zh_hant,1,18,新聞獸,新聞 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=15
15,ウェザーモン,zh_hant,2,11,火箭獸,火箭 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=15
15,ウェザーモン,zh_hant,3,83,氣象龍獸,天候 / 導航,True,https://digimon.net/appmon_zh-CHT/detail.php?id=15
16,コンパスモン,ja,1,14,レッシャモン,乗換 / ナビ,True,https://digimon.net/appmon/detail.php?id=16
16,コンパスモン,ja,2,82,トリップモン,旅行 / ナビ,True,https://digimon.net/appmon/detail.php?id=16
16,コンパスモン,ja,3,13,ジェットモン,フライト / ナビ,True,https://digimon.net/appmon/detail.php?id=16
16,コンパスモン,ko,1,17,호텔몬,호텔 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=16
16,コンパスモン,ko,2,13,제트몬,비행 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=16
16,コンパスモン,ko,3,82,트립몬,여행 / 내비,True,https://digimon.net/appmon_ko/detail.php?id=16
16,コンパスモン,en,1,17,Yadomon,Hotel  / Navi,True,https://digimon.net/appmon_en/detail.php?id=16
16,コンパスモン,en,2,82,Tripmon,Trip / Navi,True,https://digimon.net/appmon_en/detail.php?id=16
16,コンパスモン,en,3,14,Resshamon,Transfer / Navi,True,https://digimon.net/appmon_en/detail.php?id=16
16,コンパスモン,zh_hans,1,13,喷气兽,航空 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=16
16,コンパスモン,zh_hans,2,17,旅店兽,订房 / 导航,True,https://digimon.net/appmon_zh-CHS/detail.php?id=16
