dm_technique_id,name_ja,first_source_kind,mapping_status
106,アブソーベント・バン,digimon,exact_official_string
107,エンドレストランス,digimon,exact_official_string
108,プロビデンススキャン,digimon,exact_official_string
109,シャドウアーツ,digimon,exact_official_string
110,ジャイアントラング,digimon,exact_official_string
111,メズマバースト,digimon,exact_official_string
112,クリムゾンクレスト,digimon,exact_official_string
113,ドレッドノートスタンピード,digimon,exact_official_string
114,九淵貪角(きゅうえんどんかく),digimon,exact_official_string
115,穢吐餓(えとが),digimon,exact_official_string
116,饕飢爆（とうきばく）,digimon,exact_official_string
117,ルースレスチャージ,digimon,exact_official_string
118,ディスレンジホーン,digimon,exact_official_string
119,ヴェインアンサー,digimon,exact_official_string
120,アイアンヘイロウ,digimon,exact_official_string
121,アイズオブエノク,digimon,exact_official_string
122,メタトロニオス,digimon,exact_official_string
123,闘魂爪（とうこんそう）,digimon,exact_official_string
124,爆霧（ばくぎり）,digimon,exact_official_string
125,GGS（ジージーエス）,digimon,exact_official_string
126,千塵鬼神斬（せんじんきしんざん）,digimon,exact_official_string
127,ルースレスファング,digimon,exact_official_string
128,ルースレスクロー,digimon,exact_official_string
129,ラースロア,digimon,exact_official_string
130,ツェッペリンサーカス,digimon,exact_official_string
131,デアデビルブレイク,digimon,exact_official_string
132,カーズバイト,digimon,exact_official_string
133,リリースハウリング,digimon,exact_official_string
134,豪ノ斬・叢時雨（ごうのざん・むらしぐれ）,digimon,exact_official_string
135,柔ノ斬・月時雨（じゅうのざん・つきしぐれ）,digimon,exact_official_string
136,終ノ斬・哭雨（ついのざん・こくう）,digimon,exact_official_string
137,ラピッドバースト,digimon,exact_official_string
138,スキャッターロケット,digimon,exact_official_string
139,バージャースラッシュ,digimon,exact_official_string
140,トムボーイブレイズ,digimon,exact_official_string
141,パラライズエコー,digimon,exact_official_string
142,アナライズエコー,digimon,exact_official_string
143,キュリアスアイズ,digimon,exact_official_string
144,コンデンスドエコー,digimon,exact_official_string
145,プリショット,digimon,exact_official_string
146,スタブクロー,digimon,exact_official_string
147,テイルスラップ,digimon,exact_official_string
148,ベルシラックエッジ,digimon,exact_official_string
149,スリーピーホロウ,digimon,exact_official_string
150,スマッシュビート,digimon,exact_official_string
151,ブレイクスロー,digimon,exact_official_string
152,スイングタックル,digimon,exact_official_string
153,ビートリック,digimon,exact_official_string
154,粘着性の泡,digimon,exact_official_string
155,ストーンレールガン,digimon,exact_official_string
156,エレクトリックコンプレッション,digimon,exact_official_string
157,マグネティックテンペスト,digimon,exact_official_string
158,ブルータルエアロバティック,digimon,exact_official_string
159,フォルゴーレ,digimon,exact_official_string
160,ブルータルホイール,digimon,exact_official_string
161,クラッシュギアスピン,digimon,exact_official_string
162,グラビトンネコキック,digimon,exact_official_string
163,カラバスペシャル,digimon,exact_official_string
164,秘剣キャット・ザ・ナインライブス,digimon,exact_official_string
165,斬空(ざんくう),digimon,exact_official_string
166,刃羽颪(じんばおろし),digimon,exact_official_string
167,窮牙嵐断襲(きゅうがらんだんしゅう),digimon,exact_official_string
168,絡縛藻紐（らくばくそうちゅう）,digimon,exact_official_string
169,波濤深槍（はとうしんそう）,digimon,exact_official_string
170,浄流海癒（じょうりゅうかいゆ）,digimon,exact_official_string
171,サンダージャベリン,digimon,exact_official_string
172,デッドロール,digimon,exact_official_string
173,一斉砲撃,digimon,exact_official_string
174,プルトダモン,digimon,exact_official_string
175,ファングチャージ,digimon,exact_official_string
176,武獲物語（たけとりものがたり）,digimon,exact_official_string
177,月夜之迎（つきよのむかえ）,digimon,exact_official_string
178,骸繰艶舞・鉢かづき,digimon,exact_official_string
179,初瀬のおもてなし,digimon,exact_official_string
180,ダンマクエンジュ,digimon,exact_official_string
181,キデコノイスクミ,digimon,exact_official_string
182,ハニワフラッシュ,digimon,exact_official_string
183,コフンタックル,digimon,exact_official_string
184,アイアンインヘイラー,digimon,exact_official_string
185,トライエアボッツ,digimon,exact_official_string
186,アイアンギャロップ,digimon,exact_official_string
187,ロデオミサイル,digimon,exact_official_string
188,ツインバブル,digimon,exact_official_string
189,斬砍双刃撃,digimon,exact_official_string
190,封神六蓮華,digimon,exact_official_string
191,浪濤扇（ろうとうせん）,digimon,exact_official_string
192,鹹海炸滄陣（かんかいさくそうじん）,digimon,exact_official_string
193,蒼纏龍神牙（そうてんりゅうじんが）,digimon,exact_official_string
194,バイティングブート,digimon,exact_official_string
195,アイズオブゴルゴーン,digimon,exact_official_string
196,レイジングサーペンタイン,digimon,exact_official_string
197,ヴェノブレラ,digimon,exact_official_string
198,スプラッシュトキシン,digimon,exact_official_string
199,ソウルストライカー,digimon,exact_official_string
200,アパリションレギオン,digimon,exact_official_string
201,墜月衝（ついげつしょう）,digimon,exact_official_string
202,蛾眉截波（がびせっぱ）,digimon,exact_official_string
203,太陰皓光（たいいんこうこう）,digimon,exact_official_string
204,ゾフルカーブース,digimon,exact_official_string
205,アペシュイカーブ,digimon,exact_official_string
206,ラアナハムシーン,digimon,exact_official_string
207,トリコンビットデモリッシャー,digimon,exact_official_string
208,ドリルエミッション,digimon,exact_official_string
209,グラウンドスパイク,digimon,exact_official_string
210,デザートアビス,digimon,exact_official_string
211,インビジブルカッター,digimon,exact_official_string
212,スーパーロケットフィスト,digimon,exact_official_string
213,アルティメットブレーザー,digimon,exact_official_string
214,ウェイストアブダクション,digimon,exact_official_string
215,アナイデントファイド・エアリアル・フェノメノン,digimon,exact_official_string
216,ルミナスヒート,digimon,exact_official_string
217,セイリングスピン,digimon,exact_official_string
218,儀来四海招（にらいしかいしょう）,digimon,exact_official_string
219,海神之祓（わだつみのはらえ）,digimon,exact_official_string
220,ケルティックバインド,digimon,exact_official_string
221,スキャッターゴームグラス,digimon,exact_official_string
222,ハイドロデモリッシャー,digimon,exact_official_string
223,トキシックスプレッド,digimon,exact_official_string
224,フリルドカッター,digimon,exact_official_string
225,ヘリコプテイル,digimon,exact_official_string
226,乾坤圏,digimon,exact_official_string
227,爆迅炎戟破,digimon,exact_official_string
228,バーニングエンド,digimon,exact_official_string
229,ダイナブレス,digimon,exact_official_string
230,スノースワッター,digimon,exact_official_string
231,スノーマンズダンス,digimon,exact_official_string
232,レイジングアバランチ,digimon,exact_official_string
233,コークスクリューキック,digimon,exact_official_string
234,ウィンターガナリー,digimon,exact_official_string
235,万象逸貫,digimon,exact_official_string
236,天眼顕聖,digimon,exact_official_string
237,アクセルスティンガー,digimon,exact_official_string
238,ホーネットイレイザー,digimon,exact_official_string
239,マッハスティンガー,digimon,exact_official_string
240,ビーファランクス,digimon,exact_official_string
241,トルクスティンガー,digimon,exact_official_string
242,バンブルウェルダー,digimon,exact_official_string
243,ブラックサバス,digimon,exact_official_string
244,ブルーマーダーフレイム,digimon,exact_official_string
245,メタリカエッジ,digimon,exact_official_string
246,ディープパープルブラスター,digimon,exact_official_string
247,ブリッツクリーグバップ,digimon,exact_official_string
248,アナーキストフレイム,digimon,exact_official_string
249,龍閃乱撃,digimon,exact_official_string
250,毘沙門八極殲陣,digimon,exact_official_string
251,鷹尖円舞,digimon,exact_official_string
252,招来・哮天犬,digimon,exact_official_string
253,マリッジストライク,digimon,exact_official_string
254,ノーブルファミリアーツ,digimon,exact_official_string
255,プリズムデイトブレイク,digimon,exact_official_string
256,アップルフォーユー,digimon,exact_official_string
257,クリムゾンリッパー,digimon,exact_official_string
258,マーシーバスケット,digimon,exact_official_string
259,ゲイルブレイバー,digimon,exact_official_string
260,アネモイエンブレイス,digimon,exact_official_string
261,ディバインテンペスト,digimon,exact_official_string
262,ドラゴニックストーム,digimon,exact_official_string
263,ウィングトルネード,digimon,exact_official_string
264,バーディーヘッド,digimon,exact_official_string
265,泡,digimon,exact_official_string
266,ディープフォレスト,digimon,exact_official_string
267,ロデオバレット,digimon,exact_official_string
268,ネトティリズトリ,digimon,exact_official_string
269,ナウイキアウィトル,digimon,exact_official_string
270,ローリングストンパー,digimon,exact_official_string
271,ドングリボム,digimon,exact_official_string
272,ワンダーストンプ,digimon,exact_official_string
273,プチニードル,digimon,exact_official_string
274,ハリケーンスライサー,digimon,exact_official_string
275,トルネードスロワー,digimon,exact_official_string
276,ウィンドスライサー,digimon,exact_official_string
277,ランブルクロー,digimon,exact_official_string
278,天星斬,digimon,exact_official_string
279,鉄天摧砕,digimon,exact_official_string
280,終極戦刃建御雷神（シュウキョクセンジンタケミカヅチ）,digimon,exact_official_string
281,絶極舞刀建御雷神（ゼツゴクブトウタケミカヅチ）,digimon,exact_official_string
282,ヴァイオレントパニッシャー,digimon,exact_official_string
283,ワールプールスピン,digimon,exact_official_string
284,ライアードリーム,digimon,exact_official_string
285,凶旋壊（きょうせんかい）,digimon,exact_official_string
286,咒煉衝刻（じゅれんしょうこく）,digimon,exact_official_string
287,渾沌亜空虚（こんとんあくうきょ）,digimon,exact_official_string
288,斧乗炎怒（ふじょうえんど）,digimon,exact_official_string
289,盾射轟哀（じゅんせきごうあい）,digimon,exact_official_string
290,雷鬧（らいどう),digimon,exact_official_string
291,鉄壁相（てっぺきのそう）,digimon,exact_official_string
292,献身相（けんしんのそう）,digimon,exact_official_string
293,九種九面撃（きゅうしゅきゅうめんげき）,digimon,exact_official_string
294,ファイナルエクスキャリバー,digimon,exact_official_string
295,ゼロヘブンズ,digimon,exact_official_string
296,ディヴォーションフィールド,digimon,exact_official_string
297,セイントレギオン,digimon,exact_official_string
298,ヘブンズフレイム,digimon,exact_official_string
299,ブレイブオーラ,digimon,exact_official_string
300,ピコナックル,digimon,exact_official_string
301,クラウドバリア,digimon,exact_official_string
302,無極,digimon,exact_official_string
303,晦冥葬,digimon,exact_official_string
304,ムーンライトバブル,digimon,exact_official_string
305,サンライトバブル,digimon,exact_official_string
306,ジェノサイドレイン,digimon,exact_official_string
307,エクサデストロイヤー,digimon,exact_official_string
308,DCDグレネード,digimon,exact_official_string
309,デストロイチャージ,digimon,exact_official_string
310,ラグナロクハウリング,digimon,exact_official_string
311,ヨトゥンヘイムゲイル,digimon,exact_official_string
312,フローズヴィトニル,digimon,exact_official_string
313,ハウリングバースト,digimon,exact_official_string
314,インフェルノクロー,digimon,exact_official_string
315,ハティエンブレイス,digimon,exact_official_string
316,プロミネンスレーザー,digimon,exact_official_string
317,イラプションハウリング,digimon,exact_official_string
318,スコルレイジ,digimon,exact_official_string
319,サプレッションストライク,digimon,exact_official_string
320,スローターブレード,digimon,exact_official_string
321,ハウリングバーナー,digimon,exact_official_string
322,フレイムブロウ,digimon,exact_official_string
323,パピースパーク,digimon,exact_official_string
324,パピーノイズ,digimon,exact_official_string
325,アンリミテッドジャーニー,digimon,exact_official_string
326,ヘイジータイム,digimon,exact_official_string
327,ハウリングファイア,digimon,exact_official_string
328,スパイラルバイト,digimon,exact_official_string
329,エクスティンクションクラウド,digimon,exact_official_string
330,ライトオブリクリエイション,digimon,exact_official_string
331,ブラックデス,digimon,exact_official_string
332,ブラックコンフェッション,digimon,exact_official_string
333,ギガーススパイラル,digimon,exact_official_string
334,ヘルインシネレート,digimon,exact_official_string
335,デスデストロイヤー,digimon,exact_official_string
336,伍連断霊斬（ごれんだんれいざん）,digimon,exact_official_string
337,伍重螺旋断（ごじゅうらせんだち）,digimon,exact_official_string
338,獄門縛（ごくもんしばり）,digimon,exact_official_string
339,コンボブラスト,digimon,exact_official_string
340,リミットエクスプロージョン,digimon,exact_official_string
341,トゥルーアイズ,digimon,exact_official_string
342,コアシュート,digimon,exact_official_string
343,燕（つばくろ）,digimon,exact_official_string
344,舎利弗（しゃりほつ）,digimon,exact_official_string
345,黄泉戻（よみもどし）,digimon,exact_official_string
346,バッカルラッシュ,digimon,exact_official_string
347,オーシャンヘル,digimon,exact_official_string
348,アクアグラインダー,digimon,exact_official_string
349,カリプバイト,digimon,exact_official_string
350,ゲニアス,digimon,exact_official_string
351,デッドエンドスパイク,digimon,exact_official_string
352,グラントレース,digimon,exact_official_string
353,ラグナロク・キャノン,digimon,exact_official_string
354,ギムレットガン,digimon,exact_official_string
355,スペイザー,digimon,exact_official_string
356,シャトルシザーズ,digimon,exact_official_string
357,サテライトバスター,digimon,exact_official_string
358,フュージョナイズ,digimon,exact_official_string
359,3連装砲,digimon,exact_official_string
360,ジャガーノートブラスト,digimon,exact_official_string
361,ロングレンジバスターキャノン,digimon,exact_official_string
362,ルインレーザー,digimon,exact_official_string
363,トゥースピア,digimon,exact_official_string
364,メッサークロー,digimon,exact_official_string
365,トゥーリブラスト,digimon,exact_official_string
366,ザイカミウチ,digimon,exact_official_string
367,アブソマーク,digimon,exact_official_string
368,クリスタルフリーザー,digimon,exact_official_string
369,アクアザンバー,digimon,exact_official_string
370,ライバーンブレイク,digimon,exact_official_string
371,アンブレディフェンダー,digimon,exact_official_string
372,トラスゲイン,digimon,exact_official_string
373,ボルジャーグ,digimon,exact_official_string
374,バックストラッシュ,digimon,exact_official_string
375,フォトンブラスター,digimon,exact_official_string
376,コスモブレード,digimon,exact_official_string
377,ブレイクエーサー,digimon,exact_official_string
378,プラネイトナックル,digimon,exact_official_string
379,コロナブレイズソード,digimon,exact_official_string
380,ファイナルシャイニングバースト,digimon,exact_official_string
381,トリッドヴァイス,digimon,exact_official_string
382,スイーポア,digimon,exact_official_string
383,シャンピオン・ボム,digimon,exact_official_string
384,デュアルプレッサー,digimon,exact_official_string
385,ジュークラック,digimon,exact_official_string
386,ジャミール,digimon,exact_official_string
387,リーフレッド,digimon,exact_official_string
388,孤籠泡（ころうほう）,digimon,exact_official_string
389,冰乱結突（ひょうらんけっとつ）,digimon,exact_official_string
390,潮流旋禍（ちょうりゅうせんか）,digimon,exact_official_string
391,雷煌鞭（らいこうべん）,digimon,exact_official_string
392,神碎牙（しんさいが）,digimon,exact_official_string
393,天星壊海（てんせいかいかい）,digimon,exact_official_string
394,瀑閃（ばくせん）,digimon,exact_official_string
395,魚流炮（ぎょりゅうほう）,digimon,exact_official_string
396,冰凍爪（ひょうとうそう）,digimon,exact_official_string
397,ポジトロンレーザー,digimon,exact_official_string
398,ギガデス,digimon,exact_official_string
399,ポジトロンレーザーランス,digimon,exact_official_string
400,メガバースト,digimon,exact_official_string
401,ブレイダーテイル,digimon,exact_official_string
402,千万ノ太刀（ちよろずのたち）,digimon,exact_official_string
403,羅焼門（らしょうもん）,digimon,exact_official_string
404,幽玄（ゆうげん）,digimon,exact_official_string
405,八束染縛（やつかせんばく）,digimon,exact_official_string
406,魔塵瓢箪（まじんびょうたん）,digimon,exact_official_string
407,千砲土蜘蛛（せんほうつちぐも）,digimon,exact_official_string
408,ナイトメアレイン,digimon,exact_official_string
409,ファンシーファンタジスタ,digimon,exact_official_string
410,スイートラブリーアタック,digimon,exact_official_string
411,スタンパーミサイル,digimon,exact_official_string
412,ブレストキャノン,digimon,exact_official_string
413,ドロンガー,digimon,exact_official_string
414,ダイバニッシュ,digimon,exact_official_string
415,モットボム,digimon,exact_official_string
416,ケラウノスディバイド,digimon,exact_official_string
417,ライトニングビー,digimon,exact_official_string
418,ディオスサンダー,digimon,exact_official_string
419,ハガードクラスター,digimon,exact_official_string
420,ヘルズゲート,digimon,exact_official_string
421,ケイオスライツ,digimon,exact_official_string
422,アイランドフリーフォール,digimon,exact_official_string
423,バーニングブラッドシェル,digimon,exact_official_string
424,フルーツフレシェット,digimon,exact_official_string
425,クック・オブ・ザ・ヘル,digimon,exact_official_string
426,パーティー・オブ・ザ・ヘブン,digimon,exact_official_string
427,リバース・オブ・ザ・デッド,digimon,exact_official_string
428,ウェルカムロスト,digimon,exact_official_string
429,リングラッジ,digimon,exact_official_string
430,ライアーバニッシュメント,digimon,exact_official_string
431,ニードルハイブ,digimon,exact_official_string
432,グレイスランス,digimon,exact_official_string
433,ラブバスケット,digimon,exact_official_string
434,ビリースマッシャー,digimon,exact_official_string
435,ハンマーサンダー,digimon,exact_official_string
436,アドゥワールド,digimon,exact_official_string
437,ドクテアーゼ,digimon,exact_official_string
438,禍災爪（かさいそう）,digimon,exact_official_string
439,叩破伐倒（こうはばっとう）,digimon,exact_official_string
440,風牙烈巻迅（ふうがれっかんじん）,digimon,exact_official_string
441,豪怨毀永斬（ごうおんきえいざん）,digimon,exact_official_string
442,ガリアフィッシャー,digimon,exact_official_string
443,ドラゴニア,digimon,exact_official_string
444,メテオルクス,digimon,exact_official_string
445,グランノヴァ,digimon,exact_official_string
446,白詰一文字切り（覚醒）,digimon,exact_official_string
447,白殺（覚醒）　（びゃくさい）,digimon,exact_official_string
448,突蜂（覚醒）　（とっほう）,digimon,exact_official_string
449,ミッキーバレット（覚醒）,digimon,exact_official_string
450,ブレスファイア（覚醒）,digimon,exact_official_string
451,グランドシスタークルス（覚醒）,digimon,exact_official_string
452,ディバインピース(覚醒),digimon,exact_official_string
453,プロテクトウェーブ(覚醒),digimon,exact_official_string
454,グランドシスタークルス(覚醒),digimon,exact_official_string
455,ダークパレス,digimon,exact_official_string
456,デスデモーナ,digimon,exact_official_string
457,デッドエンドスキュアー,digimon,exact_official_string
458,フィサリスト,digimon,exact_official_string
459,パニッシューネ,digimon,exact_official_string
460,ボルスプライト,digimon,exact_official_string
461,ジャイブ,digimon,exact_official_string
462,レントライザー,digimon,exact_official_string
463,ブレイキンストリーム,digimon,exact_official_string
464,ネコパンチ,digimon,exact_official_string
465,バコーニャ,digimon,exact_official_string
466,ホイップデコレーション,digimon,exact_official_string
467,ケーキカッティング,digimon,exact_official_string
468,ハピネスフォール,digimon,exact_official_string
469,テイストーン,digimon,exact_official_string
470,スウィートベリー,digimon,exact_official_string
471,ラピッドファイア,digimon,exact_official_string
472,ゴールデントライアングル,digimon,exact_official_string
473,ガトリングアーム,digimon,exact_official_string
474,ダムダムアッパー,digimon,exact_official_string
475,ガルルキャノン,digimon,exact_official_string
476,グレイソード,digimon,exact_official_string
477,セドナ,digimon,exact_official_string
478,アルビオン,digimon,exact_official_string
479,ウルダインパルス,digimon,exact_official_string
480,ランベルタキック,digimon,exact_official_string
481,ソルブロー,digimon,exact_official_string
482,ソルショット,digimon,exact_official_string
483,エクリプスノーン,digimon,exact_official_string
484,ビンジェラード,digimon,exact_official_string
485,デスチャージ,digimon,exact_official_string
486,ゲーズイレイザー,digimon,exact_official_string
487,ファイナルクロスブレード,digimon,exact_official_string
488,クロスバーニングロッカー,digimon,exact_official_string
489,ダブルフレアバスター,digimon,exact_official_string
490,セブンビクトライズ,digimon,exact_official_string
491,ビビサンダー,digimon,exact_official_string
492,ボルトナックル,digimon,exact_official_string
493,スパイラルキック,digimon,exact_official_string
494,ゾーンパチパチ,digimon,exact_official_string
495,パチパチガス,digimon,exact_official_string
496,ダブルラリアット,digimon,exact_official_string
497,プチトルネード,digimon,exact_official_string
498,ピョンダンプ,digimon,exact_official_string
499,ミッコミ,digimon,exact_official_string
500,イヤンタ,digimon,exact_official_string
501,ホーンアタック,digimon,exact_official_string
502,ブレイクロー,digimon,exact_official_string
503,チクチクアタック,digimon,exact_official_string
504,ガーライトネス,digimon,exact_official_string
505,ホワイトライナー,digimon,exact_official_string
506,ダウナーアイ,digimon,exact_official_string
507,ボルケニックドライバー,digimon,exact_official_string
508,ダイヤモンドフィスト,digimon,exact_official_string
509,キルリアン・ブラント,digimon,exact_official_string
510,ライジング・サン,digimon,exact_official_string
511,エレクーゲル,digimon,exact_official_string
512,ブリッツアーム,digimon,exact_official_string
513,ワームベノム,digimon,exact_official_string
514,ポイズンライド,digimon,exact_official_string
515,アクアタワー,digimon,exact_official_string
516,ブレードフィン,digimon,exact_official_string
517,バイオトキシン,digimon,exact_official_string
518,インテンスランテール,digimon,exact_official_string
519,ディビジョンブレイク,digimon,exact_official_string
520,マルチプルシード,digimon,exact_official_string
521,スプラウトラッシュ,digimon,exact_official_string
522,グラン・デル・ソル,digimon,exact_official_string
523,アサルトハチェット,digimon,exact_official_string
524,タイドアップアイビー,digimon,exact_official_string
525,ショットガンモス,digimon,exact_official_string
526,ディストラクショングレネード,digimon,exact_official_string
527,スパイシーオニオン,digimon,exact_official_string
528,デリシャスパティ,digimon,exact_official_string
529,ファイアフェザー,digimon,exact_official_string
530,ピッドスピード,digimon,exact_official_string
531,デザートウィンド,digimon,exact_official_string
532,サンダーレイ,digimon,exact_official_string
533,インセクスオーム,digimon,exact_official_string
534,パイルシェル,digimon,exact_official_string
535,マインドフォッグ,digimon,exact_official_string
536,フリースローボム,digimon,exact_official_string
537,爆・オヤジパンチ,digimon,exact_official_string
538,ギガブラスター,digimon,exact_official_string
539,ホーンバスター改,digimon,exact_official_string
540,メテオスコール,digimon,exact_official_string
541,メテオチャンピオン,digimon,exact_official_string
542,プラズマブレイド,digimon,exact_official_string
543,エキゾーストフレイム,digimon,exact_official_string
544,ライデンブレイド,digimon,exact_official_string
545,ダークネスギア,digimon,exact_official_string
546,旋風縛（せんぷうばく）,digimon,exact_official_string
547,菊燐一閃・號雷斬（きくりんいっせん・ごうらいざん）,digimon,exact_official_string
548,刀華静謐（とうかせいひつ）,digimon,exact_official_string
549,ブラキオバブル,digimon,exact_official_string
550,ブレイドツイスター,digimon,exact_official_string
551,三連星,digimon,exact_official_string
552,ヴォルケーノストライクS,digimon,exact_official_string
553,ハードタックル,digimon,exact_official_string
554,ジャスティスマサカー,digimon,exact_official_string
555,サプライズアタック,digimon,exact_official_string
556,斬電剣,digimon,exact_official_string
557,スカルスタンド,digimon,exact_official_string
558,リーパーストライク,digimon,exact_official_string
559,デザートデスサイズ,digimon,exact_official_string
560,ウィザーウィング,digimon,exact_official_string
561,ロックブレス,digimon,exact_official_string
562,砂かけ,digimon,exact_official_string
563,ダークピューピル,digimon,exact_official_string
564,ポイズンミュークス,digimon,exact_official_string
565,ゴルドリアンラッシュ,digimon,exact_official_string
566,ゴールドエクスクレメント,digimon,exact_official_string
567,ホイールラッシュ,digimon,exact_official_string
568,ソードダンサー,digimon,exact_official_string
569,バーニングスタークラッシャー,digimon,exact_official_string
570,スリービクトライズ,digimon,exact_official_string
571,スリーインパクト,digimon,exact_official_string
572,ビクトライズブーメラン,digimon,exact_official_string
573,ポイズンネイル,digimon,exact_official_string
574,ラッパーコースター,digimon,exact_official_string
575,ワンハンド・スイング,digimon,exact_official_string
576,トルペド・クロッシング,digimon,exact_official_string
577,コッチョン,digimon,exact_official_string
578,ミニデカフレイム,digimon,exact_official_string
579,鼓・爆砕,digimon,exact_official_string
580,頭つぶし,digimon,exact_official_string
581,クールランニング,digimon,exact_official_string
582,急ブレーキスパーク,digimon,exact_official_string
