dm_technique_id,emerald_runtime_move_id,name_ja,first_source_kind,mapping_status
48,982,魔縁斬蹴撃（まえんざんしゅうげき）,digimon,exact_official_string
49,983,尊天大烈風（そんてんだいれっぷう）,digimon,exact_official_string
50,984,厳之御魂（いづのみたま）,digimon,exact_official_string
51,985,六合照徹閃（りくごうしょうてつせん）,digimon,exact_official_string
52,986,浄玻璃鏡(じょうはりのかがみ),digimon,exact_official_string
53,987,閻羅王降誕（えんらおうごうたん）,digimon,exact_official_string
54,988,火眼金睛（かがんきんせい）,digimon,exact_official_string
55,989,八戒炎天撃（はっかいえんてんげき）,digimon,exact_official_string
56,990,悟浄水天葬（ごじょうすいてんそう）,digimon,exact_official_string
57,991,超大聖雷天砲（ちょうたいせいらいてんほう）,digimon,exact_official_string
58,992,エスカトン,digimon,exact_official_string
59,993,プロフェットオブエリヤ,digimon,exact_official_string
60,994,ジェイルマオン,digimon,exact_official_string
61,995,ブルータルヘイロウ,digimon,exact_official_string
62,996,光爪神楽（こうそうかぐら）,digimon,exact_official_string
63,997,魔祓灼光（まふつのしゃっこう）,digimon,exact_official_string
64,998,猛進火達磨（もうしんひだるま）,digimon,exact_official_string
65,999,断災達磨落とし（だんさいだるまおとし）,digimon,exact_official_string
66,1000,クリスタルキャノン,digimon,exact_official_string
67,1001,ハンマーストライク,digimon,exact_official_string
68,1002,ノーホープフォール,digimon,exact_official_string
69,1003,クリスタルレイン,digimon,exact_official_string
70,1004,フィンガーボム,digimon,exact_official_string
71,1005,ホーリーフレア,digimon,exact_official_string
72,1006,クロノデヴォリューション,digimon,exact_official_string
73,1007,クロノスクロップ,digimon,exact_official_string
74,1008,日輪の舞,digimon,exact_official_string
75,1009,暁光一閃,digimon,exact_official_string
76,1010,ツバメ二枚返し,digimon,exact_official_string
77,1011,秘剣・飛鳥落とし,digimon,exact_official_string
78,1012,唐竹割り,digimon,exact_official_string
79,1013,秘剣ピヨピヨ斬り,digimon,exact_official_string
80,1014,ピヨピヨ,digimon,exact_official_string
81,1015,ハザードホールド,digimon,exact_official_string
82,1016,ヘルズスライス,digimon,exact_official_string
83,1017,マリオネットアボミネーション,digimon,exact_official_string
84,1018,小判振舞い,digimon,exact_official_string
85,1019,招敵来来拳（しょうてきらいらいけん）,digimon,exact_official_string
86,1020,劈龍爪（へきりゅうそう）,digimon,exact_official_string
87,1021,焔明珠（えんめいしゅ）,digimon,exact_official_string
88,1022,豪狛毬（ごうはくきゅう）,digimon,exact_official_string
89,1023,石土之体（いしづちのてい）,digimon,exact_official_string
90,1024,編笠スピン斬り,digimon,exact_official_string
91,1025,粘溶液（ねんようえき）,digimon,exact_official_string
92,1026,猛冲角（もうちゅうかく）,digimon,exact_official_string
93,1027,岩衝弾（がんしょうだん）,digimon,exact_official_string
94,1028,泿水弾（ぎんすいだん）,digimon,exact_official_string
95,1029,蛟牙（こうが）,digimon,exact_official_string
96,1030,猿攻回転弾（えんこうかいてんだん）,digimon,exact_official_string
97,1031,金絲吼（きんしこう）,digimon,exact_official_string
98,1032,ニュートロンレイザー,digimon,exact_official_string
99,1033,ニュートロンデフューザー,digimon,exact_official_string
100,1034,ニュートロンブレイド,digimon,exact_official_string
101,1035,デスロールプレス,digimon,exact_official_string
102,1036,燐火（りんか）,digimon,exact_official_string
103,1037,ヒノタマ,digimon,exact_official_string
104,1038,黏雲（ねんうん）,digimon,exact_official_string
105,1039,呼雲（こうん）,digimon,exact_official_string
106,1040,アブソーベント・バン,digimon,exact_official_string
107,1041,エンドレストランス,digimon,exact_official_string
108,1042,プロビデンススキャン,digimon,exact_official_string
109,1043,シャドウアーツ,digimon,exact_official_string
110,1044,ジャイアントラング,digimon,exact_official_string
111,1045,メズマバースト,digimon,exact_official_string
112,1046,クリムゾンクレスト,digimon,exact_official_string
113,1047,ドレッドノートスタンピード,digimon,exact_official_string
114,1048,九淵貪角(きゅうえんどんかく),digimon,exact_official_string
115,1049,穢吐餓(えとが),digimon,exact_official_string
116,1050,饕飢爆（とうきばく）,digimon,exact_official_string
117,1051,ルースレスチャージ,digimon,exact_official_string
118,1052,ディスレンジホーン,digimon,exact_official_string
119,1053,ヴェインアンサー,digimon,exact_official_string
120,1054,アイアンヘイロウ,digimon,exact_official_string
121,1055,アイズオブエノク,digimon,exact_official_string
122,1056,メタトロニオス,digimon,exact_official_string
123,1057,闘魂爪（とうこんそう）,digimon,exact_official_string
124,1058,爆霧（ばくぎり）,digimon,exact_official_string
125,1059,GGS（ジージーエス）,digimon,exact_official_string
126,1060,千塵鬼神斬（せんじんきしんざん）,digimon,exact_official_string
127,1061,ルースレスファング,digimon,exact_official_string
128,1062,ルースレスクロー,digimon,exact_official_string
129,1063,ラースロア,digimon,exact_official_string
130,1064,ツェッペリンサーカス,digimon,exact_official_string
131,1065,デアデビルブレイク,digimon,exact_official_string
132,1066,カーズバイト,digimon,exact_official_string
133,1067,リリースハウリング,digimon,exact_official_string
134,1068,豪ノ斬・叢時雨（ごうのざん・むらしぐれ）,digimon,exact_official_string
135,1069,柔ノ斬・月時雨（じゅうのざん・つきしぐれ）,digimon,exact_official_string
136,1070,終ノ斬・哭雨（ついのざん・こくう）,digimon,exact_official_string
137,1071,ラピッドバースト,digimon,exact_official_string
138,1072,スキャッターロケット,digimon,exact_official_string
139,1073,バージャースラッシュ,digimon,exact_official_string
140,1074,トムボーイブレイズ,digimon,exact_official_string
141,1075,パラライズエコー,digimon,exact_official_string
142,1076,アナライズエコー,digimon,exact_official_string
143,1077,キュリアスアイズ,digimon,exact_official_string
144,1078,コンデンスドエコー,digimon,exact_official_string
145,1079,プリショット,digimon,exact_official_string
146,1080,スタブクロー,digimon,exact_official_string
147,1081,テイルスラップ,digimon,exact_official_string
148,1082,ベルシラックエッジ,digimon,exact_official_string
149,1083,スリーピーホロウ,digimon,exact_official_string
150,1084,スマッシュビート,digimon,exact_official_string
151,1085,ブレイクスロー,digimon,exact_official_string
152,1086,スイングタックル,digimon,exact_official_string
153,1087,ビートリック,digimon,exact_official_string
154,1088,粘着性の泡,digimon,exact_official_string
155,1089,ストーンレールガン,digimon,exact_official_string
156,1090,エレクトリックコンプレッション,digimon,exact_official_string
157,1091,マグネティックテンペスト,digimon,exact_official_string
158,1092,ブルータルエアロバティック,digimon,exact_official_string
159,1093,フォルゴーレ,digimon,exact_official_string
160,1094,ブルータルホイール,digimon,exact_official_string
161,1095,クラッシュギアスピン,digimon,exact_official_string
162,1096,グラビトンネコキック,digimon,exact_official_string
163,1097,カラバスペシャル,digimon,exact_official_string
164,1098,秘剣キャット・ザ・ナインライブス,digimon,exact_official_string
165,1099,斬空(ざんくう),digimon,exact_official_string
166,1100,刃羽颪(じんばおろし),digimon,exact_official_string
167,1101,窮牙嵐断襲(きゅうがらんだんしゅう),digimon,exact_official_string
168,1102,絡縛藻紐（らくばくそうちゅう）,digimon,exact_official_string
169,1103,波濤深槍（はとうしんそう）,digimon,exact_official_string
170,1104,浄流海癒（じょうりゅうかいゆ）,digimon,exact_official_string
171,1105,サンダージャベリン,digimon,exact_official_string
172,1106,デッドロール,digimon,exact_official_string
173,1107,一斉砲撃,digimon,exact_official_string
174,1108,プルトダモン,digimon,exact_official_string
175,1109,ファングチャージ,digimon,exact_official_string
176,1110,武獲物語（たけとりものがたり）,digimon,exact_official_string
177,1111,月夜之迎（つきよのむかえ）,digimon,exact_official_string
178,1112,骸繰艶舞・鉢かづき,digimon,exact_official_string
179,1113,初瀬のおもてなし,digimon,exact_official_string
180,1114,ダンマクエンジュ,digimon,exact_official_string
181,1115,キデコノイスクミ,digimon,exact_official_string
182,1116,ハニワフラッシュ,digimon,exact_official_string
183,1117,コフンタックル,digimon,exact_official_string
184,1118,アイアンインヘイラー,digimon,exact_official_string
185,1119,トライエアボッツ,digimon,exact_official_string
186,1120,アイアンギャロップ,digimon,exact_official_string
187,1121,ロデオミサイル,digimon,exact_official_string
188,1122,ツインバブル,digimon,exact_official_string
189,1123,斬砍双刃撃,digimon,exact_official_string
190,1124,封神六蓮華,digimon,exact_official_string
191,1125,浪濤扇（ろうとうせん）,digimon,exact_official_string
192,1126,鹹海炸滄陣（かんかいさくそうじん）,digimon,exact_official_string
193,1127,蒼纏龍神牙（そうてんりゅうじんが）,digimon,exact_official_string
194,1128,バイティングブート,digimon,exact_official_string
195,1129,アイズオブゴルゴーン,digimon,exact_official_string
196,1130,レイジングサーペンタイン,digimon,exact_official_string
197,1131,ヴェノブレラ,digimon,exact_official_string
198,1132,スプラッシュトキシン,digimon,exact_official_string
199,1133,ソウルストライカー,digimon,exact_official_string
200,1134,アパリションレギオン,digimon,exact_official_string
201,1135,墜月衝（ついげつしょう）,digimon,exact_official_string
202,1136,蛾眉截波（がびせっぱ）,digimon,exact_official_string
203,1137,太陰皓光（たいいんこうこう）,digimon,exact_official_string
204,1138,ゾフルカーブース,digimon,exact_official_string
205,1139,アペシュイカーブ,digimon,exact_official_string
206,1140,ラアナハムシーン,digimon,exact_official_string
207,1141,トリコンビットデモリッシャー,digimon,exact_official_string
208,1142,ドリルエミッション,digimon,exact_official_string
209,1143,グラウンドスパイク,digimon,exact_official_string
210,1144,デザートアビス,digimon,exact_official_string
211,1145,インビジブルカッター,digimon,exact_official_string
212,1146,スーパーロケットフィスト,digimon,exact_official_string
213,1147,アルティメットブレーザー,digimon,exact_official_string
214,1148,ウェイストアブダクション,digimon,exact_official_string
215,1149,アナイデントファイド・エアリアル・フェノメノン,digimon,exact_official_string
216,1150,ルミナスヒート,digimon,exact_official_string
217,1151,セイリングスピン,digimon,exact_official_string
218,1152,儀来四海招（にらいしかいしょう）,digimon,exact_official_string
219,1153,海神之祓（わだつみのはらえ）,digimon,exact_official_string
220,1154,ケルティックバインド,digimon,exact_official_string
221,1155,スキャッターゴームグラス,digimon,exact_official_string
222,1156,ハイドロデモリッシャー,digimon,exact_official_string
223,1157,トキシックスプレッド,digimon,exact_official_string
224,1158,フリルドカッター,digimon,exact_official_string
225,1159,ヘリコプテイル,digimon,exact_official_string
226,1160,乾坤圏,digimon,exact_official_string
227,1161,爆迅炎戟破,digimon,exact_official_string
228,1162,バーニングエンド,digimon,exact_official_string
229,1163,ダイナブレス,digimon,exact_official_string
230,1164,スノースワッター,digimon,exact_official_string
231,1165,スノーマンズダンス,digimon,exact_official_string
232,1166,レイジングアバランチ,digimon,exact_official_string
233,1167,コークスクリューキック,digimon,exact_official_string
234,1168,ウィンターガナリー,digimon,exact_official_string
235,1169,万象逸貫,digimon,exact_official_string
236,1170,天眼顕聖,digimon,exact_official_string
237,1171,アクセルスティンガー,digimon,exact_official_string
238,1172,ホーネットイレイザー,digimon,exact_official_string
239,1173,マッハスティンガー,digimon,exact_official_string
240,1174,ビーファランクス,digimon,exact_official_string
241,1175,トルクスティンガー,digimon,exact_official_string
242,1176,バンブルウェルダー,digimon,exact_official_string
243,1177,ブラックサバス,digimon,exact_official_string
244,1178,ブルーマーダーフレイム,digimon,exact_official_string
245,1179,メタリカエッジ,digimon,exact_official_string
246,1180,ディープパープルブラスター,digimon,exact_official_string
247,1181,ブリッツクリーグバップ,digimon,exact_official_string
248,1182,アナーキストフレイム,digimon,exact_official_string
249,1183,龍閃乱撃,digimon,exact_official_string
250,1184,毘沙門八極殲陣,digimon,exact_official_string
251,1185,鷹尖円舞,digimon,exact_official_string
252,1186,招来・哮天犬,digimon,exact_official_string
253,1187,マリッジストライク,digimon,exact_official_string
254,1188,ノーブルファミリアーツ,digimon,exact_official_string
255,1189,プリズムデイトブレイク,digimon,exact_official_string
256,1190,アップルフォーユー,digimon,exact_official_string
257,1191,クリムゾンリッパー,digimon,exact_official_string
258,1192,マーシーバスケット,digimon,exact_official_string
259,1193,ゲイルブレイバー,digimon,exact_official_string
260,1194,アネモイエンブレイス,digimon,exact_official_string
261,1195,ディバインテンペスト,digimon,exact_official_string
262,1196,ドラゴニックストーム,digimon,exact_official_string
263,1197,ウィングトルネード,digimon,exact_official_string
264,1198,バーディーヘッド,digimon,exact_official_string
265,1199,泡,digimon,exact_official_string
266,1200,ディープフォレスト,digimon,exact_official_string
267,1201,ロデオバレット,digimon,exact_official_string
268,1202,ネトティリズトリ,digimon,exact_official_string
269,1203,ナウイキアウィトル,digimon,exact_official_string
270,1204,ローリングストンパー,digimon,exact_official_string
271,1205,ドングリボム,digimon,exact_official_string
272,1206,ワンダーストンプ,digimon,exact_official_string
273,1207,プチニードル,digimon,exact_official_string
274,1208,ハリケーンスライサー,digimon,exact_official_string
275,1209,トルネードスロワー,digimon,exact_official_string
276,1210,ウィンドスライサー,digimon,exact_official_string
277,1211,ランブルクロー,digimon,exact_official_string
278,1212,天星斬,digimon,exact_official_string
279,1213,鉄天摧砕,digimon,exact_official_string
280,1214,終極戦刃建御雷神（シュウキョクセンジンタケミカヅチ）,digimon,exact_official_string
281,1215,絶極舞刀建御雷神（ゼツゴクブトウタケミカヅチ）,digimon,exact_official_string
282,1216,ヴァイオレントパニッシャー,digimon,exact_official_string
283,1217,ワールプールスピン,digimon,exact_official_string
284,1218,ライアードリーム,digimon,exact_official_string
285,1219,凶旋壊（きょうせんかい）,digimon,exact_official_string
286,1220,咒煉衝刻（じゅれんしょうこく）,digimon,exact_official_string
287,1221,渾沌亜空虚（こんとんあくうきょ）,digimon,exact_official_string
288,1222,斧乗炎怒（ふじょうえんど）,digimon,exact_official_string
289,1223,盾射轟哀（じゅんせきごうあい）,digimon,exact_official_string
290,1224,雷鬧（らいどう),digimon,exact_official_string
291,1225,鉄壁相（てっぺきのそう）,digimon,exact_official_string
292,1226,献身相（けんしんのそう）,digimon,exact_official_string
293,1227,九種九面撃（きゅうしゅきゅうめんげき）,digimon,exact_official_string
294,1228,ファイナルエクスキャリバー,digimon,exact_official_string
295,1229,ゼロヘブンズ,digimon,exact_official_string
296,1230,ディヴォーションフィールド,digimon,exact_official_string
297,1231,セイントレギオン,digimon,exact_official_string
298,1232,ヘブンズフレイム,digimon,exact_official_string
299,1233,ブレイブオーラ,digimon,exact_official_string
300,1234,ピコナックル,digimon,exact_official_string
301,1235,クラウドバリア,digimon,exact_official_string
302,1236,無極,digimon,exact_official_string
303,1237,晦冥葬,digimon,exact_official_string
304,1238,ムーンライトバブル,digimon,exact_official_string
305,1239,サンライトバブル,digimon,exact_official_string
306,1240,ジェノサイドレイン,digimon,exact_official_string
307,1241,エクサデストロイヤー,digimon,exact_official_string
308,1242,DCDグレネード,digimon,exact_official_string
309,1243,デストロイチャージ,digimon,exact_official_string
310,1244,ラグナロクハウリング,digimon,exact_official_string
311,1245,ヨトゥンヘイムゲイル,digimon,exact_official_string
312,1246,フローズヴィトニル,digimon,exact_official_string
313,1247,ハウリングバースト,digimon,exact_official_string
314,1248,インフェルノクロー,digimon,exact_official_string
315,1249,ハティエンブレイス,digimon,exact_official_string
316,1250,プロミネンスレーザー,digimon,exact_official_string
317,1251,イラプションハウリング,digimon,exact_official_string
318,1252,スコルレイジ,digimon,exact_official_string
319,1253,サプレッションストライク,digimon,exact_official_string
320,1254,スローターブレード,digimon,exact_official_string
321,1255,ハウリングバーナー,digimon,exact_official_string
322,1256,フレイムブロウ,digimon,exact_official_string
323,1257,パピースパーク,digimon,exact_official_string
324,1258,パピーノイズ,digimon,exact_official_string
325,1259,アンリミテッドジャーニー,digimon,exact_official_string
326,1260,ヘイジータイム,digimon,exact_official_string
327,1261,ハウリングファイア,digimon,exact_official_string
328,1262,スパイラルバイト,digimon,exact_official_string
329,1263,エクスティンクションクラウド,digimon,exact_official_string
330,1264,ライトオブリクリエイション,digimon,exact_official_string
331,1265,ブラックデス,digimon,exact_official_string
332,1266,ブラックコンフェッション,digimon,exact_official_string
333,1267,ギガーススパイラル,digimon,exact_official_string
334,1268,ヘルインシネレート,digimon,exact_official_string
335,1269,デスデストロイヤー,digimon,exact_official_string
336,1270,伍連断霊斬（ごれんだんれいざん）,digimon,exact_official_string
337,1271,伍重螺旋断（ごじゅうらせんだち）,digimon,exact_official_string
338,1272,獄門縛（ごくもんしばり）,digimon,exact_official_string
339,1273,コンボブラスト,digimon,exact_official_string
340,1274,リミットエクスプロージョン,digimon,exact_official_string
341,1275,トゥルーアイズ,digimon,exact_official_string
342,1276,コアシュート,digimon,exact_official_string
343,1277,燕（つばくろ）,digimon,exact_official_string
344,1278,舎利弗（しゃりほつ）,digimon,exact_official_string
345,1279,黄泉戻（よみもどし）,digimon,exact_official_string
346,1280,バッカルラッシュ,digimon,exact_official_string
347,1281,オーシャンヘル,digimon,exact_official_string
348,1282,アクアグラインダー,digimon,exact_official_string
349,1283,カリプバイト,digimon,exact_official_string
350,1284,ゲニアス,digimon,exact_official_string
351,1285,デッドエンドスパイク,digimon,exact_official_string
352,1286,グラントレース,digimon,exact_official_string
353,1287,ラグナロク・キャノン,digimon,exact_official_string
354,1288,ギムレットガン,digimon,exact_official_string
355,1289,スペイザー,digimon,exact_official_string
356,1290,シャトルシザーズ,digimon,exact_official_string
357,1291,サテライトバスター,digimon,exact_official_string
358,1292,フュージョナイズ,digimon,exact_official_string
359,1293,3連装砲,digimon,exact_official_string
360,1294,ジャガーノートブラスト,digimon,exact_official_string
361,1295,ロングレンジバスターキャノン,digimon,exact_official_string
362,1296,ルインレーザー,digimon,exact_official_string
363,1297,トゥースピア,digimon,exact_official_string
364,1298,メッサークロー,digimon,exact_official_string
365,1299,トゥーリブラスト,digimon,exact_official_string
366,1300,ザイカミウチ,digimon,exact_official_string
367,1301,アブソマーク,digimon,exact_official_string
368,1302,クリスタルフリーザー,digimon,exact_official_string
369,1303,アクアザンバー,digimon,exact_official_string
370,1304,ライバーンブレイク,digimon,exact_official_string
371,1305,アンブレディフェンダー,digimon,exact_official_string
372,1306,トラスゲイン,digimon,exact_official_string
373,1307,ボルジャーグ,digimon,exact_official_string
374,1308,バックストラッシュ,digimon,exact_official_string
375,1309,フォトンブラスター,digimon,exact_official_string
376,1310,コスモブレード,digimon,exact_official_string
377,1311,ブレイクエーサー,digimon,exact_official_string
378,1312,プラネイトナックル,digimon,exact_official_string
379,1313,コロナブレイズソード,digimon,exact_official_string
380,1314,ファイナルシャイニングバースト,digimon,exact_official_string
381,1315,トリッドヴァイス,digimon,exact_official_string
382,1316,スイーポア,digimon,exact_official_string
383,1317,シャンピオン・ボム,digimon,exact_official_string
384,1318,デュアルプレッサー,digimon,exact_official_string
385,1319,ジュークラック,digimon,exact_official_string
386,1320,ジャミール,digimon,exact_official_string
387,1321,リーフレッド,digimon,exact_official_string
388,1322,孤籠泡（ころうほう）,digimon,exact_official_string
389,1323,冰乱結突（ひょうらんけっとつ）,digimon,exact_official_string
390,1324,潮流旋禍（ちょうりゅうせんか）,digimon,exact_official_string
391,1325,雷煌鞭（らいこうべん）,digimon,exact_official_string
392,1326,神碎牙（しんさいが）,digimon,exact_official_string
393,1327,天星壊海（てんせいかいかい）,digimon,exact_official_string
394,1328,瀑閃（ばくせん）,digimon,exact_official_string
395,1329,魚流炮（ぎょりゅうほう）,digimon,exact_official_string
396,1330,冰凍爪（ひょうとうそう）,digimon,exact_official_string
397,1331,ポジトロンレーザー,digimon,exact_official_string
398,1332,ギガデス,digimon,exact_official_string
399,1333,ポジトロンレーザーランス,digimon,exact_official_string
400,1334,メガバースト,digimon,exact_official_string
401,1335,ブレイダーテイル,digimon,exact_official_string
402,1336,千万ノ太刀（ちよろずのたち）,digimon,exact_official_string
403,1337,羅焼門（らしょうもん）,digimon,exact_official_string
404,1338,幽玄（ゆうげん）,digimon,exact_official_string
405,1339,八束染縛（やつかせんばく）,digimon,exact_official_string
406,1340,魔塵瓢箪（まじんびょうたん）,digimon,exact_official_string
407,1341,千砲土蜘蛛（せんほうつちぐも）,digimon,exact_official_string
408,1342,ナイトメアレイン,digimon,exact_official_string
409,1343,ファンシーファンタジスタ,digimon,exact_official_string
410,1344,スイートラブリーアタック,digimon,exact_official_string
411,1345,スタンパーミサイル,digimon,exact_official_string
412,1346,ブレストキャノン,digimon,exact_official_string
413,1347,ドロンガー,digimon,exact_official_string
414,1348,ダイバニッシュ,digimon,exact_official_string
415,1349,モットボム,digimon,exact_official_string
416,1350,ケラウノスディバイド,digimon,exact_official_string
417,1351,ライトニングビー,digimon,exact_official_string
418,1352,ディオスサンダー,digimon,exact_official_string
419,1353,ハガードクラスター,digimon,exact_official_string
420,1354,ヘルズゲート,digimon,exact_official_string
421,1355,ケイオスライツ,digimon,exact_official_string
422,1356,アイランドフリーフォール,digimon,exact_official_string
423,1357,バーニングブラッドシェル,digimon,exact_official_string
424,1358,フルーツフレシェット,digimon,exact_official_string
425,1359,クック・オブ・ザ・ヘル,digimon,exact_official_string
426,1360,パーティー・オブ・ザ・ヘブン,digimon,exact_official_string
427,1361,リバース・オブ・ザ・デッド,digimon,exact_official_string
428,1362,ウェルカムロスト,digimon,exact_official_string
429,1363,リングラッジ,digimon,exact_official_string
430,1364,ライアーバニッシュメント,digimon,exact_official_string
431,1365,ニードルハイブ,digimon,exact_official_string
432,1366,グレイスランス,digimon,exact_official_string
433,1367,ラブバスケット,digimon,exact_official_string
434,1368,ビリースマッシャー,digimon,exact_official_string
435,1369,ハンマーサンダー,digimon,exact_official_string
436,1370,アドゥワールド,digimon,exact_official_string
437,1371,ドクテアーゼ,digimon,exact_official_string
438,1372,禍災爪（かさいそう）,digimon,exact_official_string
439,1373,叩破伐倒（こうはばっとう）,digimon,exact_official_string
440,1374,風牙烈巻迅（ふうがれっかんじん）,digimon,exact_official_string
441,1375,豪怨毀永斬（ごうおんきえいざん）,digimon,exact_official_string
442,1376,ガリアフィッシャー,digimon,exact_official_string
443,1377,ドラゴニア,digimon,exact_official_string
444,1378,メテオルクス,digimon,exact_official_string
445,1379,グランノヴァ,digimon,exact_official_string
446,1380,白詰一文字切り（覚醒）,digimon,exact_official_string
447,1381,白殺（覚醒）　（びゃくさい）,digimon,exact_official_string
448,1382,突蜂（覚醒）　（とっほう）,digimon,exact_official_string
449,1383,ミッキーバレット（覚醒）,digimon,exact_official_string
450,1384,ブレスファイア（覚醒）,digimon,exact_official_string
451,1385,グランドシスタークルス（覚醒）,digimon,exact_official_string
452,1386,ディバインピース(覚醒),digimon,exact_official_string
453,1387,プロテクトウェーブ(覚醒),digimon,exact_official_string
454,1388,グランドシスタークルス(覚醒),digimon,exact_official_string
455,1389,ダークパレス,digimon,exact_official_string
456,1390,デスデモーナ,digimon,exact_official_string
457,1391,デッドエンドスキュアー,digimon,exact_official_string
458,1392,フィサリスト,digimon,exact_official_string
459,1393,パニッシューネ,digimon,exact_official_string
460,1394,ボルスプライト,digimon,exact_official_string
461,1395,ジャイブ,digimon,exact_official_string
462,1396,レントライザー,digimon,exact_official_string
463,1397,ブレイキンストリーム,digimon,exact_official_string
464,1398,ネコパンチ,digimon,exact_official_string
465,1399,バコーニャ,digimon,exact_official_string
466,1400,ホイップデコレーション,digimon,exact_official_string
467,1401,ケーキカッティング,digimon,exact_official_string
468,1402,ハピネスフォール,digimon,exact_official_string
469,1403,テイストーン,digimon,exact_official_string
470,1404,スウィートベリー,digimon,exact_official_string
471,1405,ラピッドファイア,digimon,exact_official_string
472,1406,ゴールデントライアングル,digimon,exact_official_string
473,1407,ガトリングアーム,digimon,exact_official_string
474,1408,ダムダムアッパー,digimon,exact_official_string
475,1409,ガルルキャノン,digimon,exact_official_string
476,1410,グレイソード,digimon,exact_official_string
477,1411,セドナ,digimon,exact_official_string
478,1412,アルビオン,digimon,exact_official_string
479,1413,ウルダインパルス,digimon,exact_official_string
480,1414,ランベルタキック,digimon,exact_official_string
481,1415,ソルブロー,digimon,exact_official_string
482,1416,ソルショット,digimon,exact_official_string
483,1417,エクリプスノーン,digimon,exact_official_string
484,1418,ビンジェラード,digimon,exact_official_string
485,1419,デスチャージ,digimon,exact_official_string
486,1420,ゲーズイレイザー,digimon,exact_official_string
487,1421,ファイナルクロスブレード,digimon,exact_official_string
488,1422,クロスバーニングロッカー,digimon,exact_official_string
489,1423,ダブルフレアバスター,digimon,exact_official_string
490,1424,セブンビクトライズ,digimon,exact_official_string
491,1425,ビビサンダー,digimon,exact_official_string
492,1426,ボルトナックル,digimon,exact_official_string
493,1427,スパイラルキック,digimon,exact_official_string
494,1428,ゾーンパチパチ,digimon,exact_official_string
495,1429,パチパチガス,digimon,exact_official_string
496,1430,ダブルラリアット,digimon,exact_official_string
497,1431,プチトルネード,digimon,exact_official_string
498,1432,ピョンダンプ,digimon,exact_official_string
499,1433,ミッコミ,digimon,exact_official_string
500,1434,イヤンタ,digimon,exact_official_string
501,1435,ホーンアタック,digimon,exact_official_string
502,1436,ブレイクロー,digimon,exact_official_string
503,1437,チクチクアタック,digimon,exact_official_string
504,1438,ガーライトネス,digimon,exact_official_string
505,1439,ホワイトライナー,digimon,exact_official_string
506,1440,ダウナーアイ,digimon,exact_official_string
507,1441,ボルケニックドライバー,digimon,exact_official_string
508,1442,ダイヤモンドフィスト,digimon,exact_official_string
509,1443,キルリアン・ブラント,digimon,exact_official_string
510,1444,ライジング・サン,digimon,exact_official_string
511,1445,エレクーゲル,digimon,exact_official_string
512,1446,ブリッツアーム,digimon,exact_official_string
513,1447,ワームベノム,digimon,exact_official_string
514,1448,ポイズンライド,digimon,exact_official_string
515,1449,アクアタワー,digimon,exact_official_string
