emerald_species_id,source_kind,source_id,source_numeric_id,name_ja,name_localized,level_or_grade,official_type,official_attribute,source_url
95,digimon,dimetromon,,ディメトロモン,DIMETROMON,成熟期,爬虫類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=dimetromon
96,digimon,ryugumon,,リュウグウモン,RYUGUMON,究極体,軟体型,データ,https://digimon.net/reference/detail.php?directory_name=ryugumon
97,digimon,cerunumon,,ケルヌモン,CERNUMON,究極体,聖獣型,データ,https://digimon.net/reference/detail.php?directory_name=cerunumon
98,digimon,marinbullmon,,マリンブルモン,MARINBULLMON,完全体,軟体型,データ,https://digimon.net/reference/detail.php?directory_name=marinbullmon
99,digimon,elizamon,,エリザモン,ELIZAMON,成長期,爬虫類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=elizamon
100,digimon,nezhamon,,ナタモン,NEZHAMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=nezhamon
101,digimon,dinomon,,ダイナモン,DINOMON,究極体,恐竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=dinomon
102,digimon,skadimon,,スカーディモン,SKADIMON,究極体,氷雪型,ワクチン,https://digimon.net/reference/detail.php?directory_name=skadimon
103,digimon,polarbearmon,,ポーラーベアモン,POLARBEARMON,完全体,氷雪型,ワクチン,https://digimon.net/reference/detail.php?directory_name=polarbearmon
104,digimon,erlangmon_blast,,イーランモン：ブラストモード,ERLANGMON：BLASTMODE,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=erlangmon_blast
105,digimon,queenbeemon,,クイーンビーモン,QUEENBEEMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=queenbeemon
106,digimon,vespamon,,ヴェスパモン,VESPAMON,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=vespamon
107,digimon,forgebeemon,,フォージビーモン,FORGEBEEMON,成熟期,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=forgebeemon
108,digimon,heavymetaldramon,,ヘヴィーメタルドラモン,HEAVYMETALDRAMON,究極体,邪竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=heavymetaldramon
109,digimon,loudmon,,ラウドモン,LOUDMON,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=loudmon
110,digimon,punkmon,,パンクモン,PUNKMON,成熟期,魔竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=punkmon
111,digimon,takutoumon_wrath,,タクトウモン：ラースモード,TAKUTOUMON：WRATHMODE,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=takutoumon_wrath
112,digimon,erlangmon,,イーランモン,ERLANGMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=erlangmon
113,digimon,cendrillmon,,サンドリモン,CENDRILLMON,究極体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=cendrillmon
114,digimon,chaperomon,,シャペロモン,CHAPEROMON,完全体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=chaperomon
115,digimon,zephagamon,,ゼファーガモン,ZEPHAGAMON,究極体,魔法騎士型,データ,https://digimon.net/reference/detail.php?directory_name=zephagamon
116,digimon,grandgalemon,,グランゲイルモン,GRANDGALEMON,完全体,鳥竜型,データ,https://digimon.net/reference/detail.php?directory_name=grandgalemon
117,digimon,fluffymon,,フラフィモン,FLUFFYMON,幼年期Ⅱ,小鳥型,,https://digimon.net/reference/detail.php?directory_name=fluffymon
118,digimon,yolkmon,,ヨークモン,YOLKMON,幼年期Ⅰ,スライム型,,https://digimon.net/reference/detail.php?directory_name=yolkmon
119,digimon,callismon,,カリスモン,CALLISMON,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=callismon
120,digimon,tlalocmon,,トラロックモン,TLALOCMON,究極体,鉱物型,データ,https://digimon.net/reference/detail.php?directory_name=tlalocmon
121,digimon,shoeshoemon,,シューシューモン,SHOESHOEMON,成熟期,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=shoeshoemon
122,digimon,shoemon,,シューモン,SHOEMON,成長期,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=shoemon
123,digimon,galemon,,ゲイルモン,GALEMON,成熟期,鳥竜型,データ,https://digimon.net/reference/detail.php?directory_name=galemon
124,digimon,pteromon,,プテロモン,PTEROMON,成長期,鳥竜型,データ,https://digimon.net/reference/detail.php?directory_name=pteromon
125,digimon,takutoumon,,タクトウモン,TAKUTOUMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=takutoumon
126,digimon,fenriloogamon_takemikazuchi,,フェンリルガモン：建御雷神(タケミカヅチ),FENRILOOGAMON：TAKEMIKAZUCHI,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=fenriloogamon_takemikazuchi
127,digimon,bigukkomon,,ビッグウッコモン,BIGUKKOMON,究極体,古代妖精型,フリー,https://digimon.net/reference/detail.php?directory_name=bigukkomon
128,digimon,ukkomon,,ウッコモン,UKKOMON,成長期,古代妖精型,フリー,https://digimon.net/reference/detail.php?directory_name=ukkomon
129,digimon,dijiangmon,,ディージャンモン,DIJIANGMON,究極体,突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=dijiangmon
130,digimon,xingtianmon,,シンテンモン,XINGTIANMON,完全体,鬼人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=xingtianmon
131,digimon,lianpumon,,リェンフーモン,LIANPUMON,成熟期,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=lianpumon
132,digimon,dominimon,,ドミニモン,DOMINIMON,究極体,主天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=dominimon
133,digimon,arkhaiangemon,,アルケーエンジェモン,ARKHAIANGEMON,完全体,権天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=arkhaiangemon
134,digimon,luxmon,,ルクスモン,LUXMON,成長期,天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=luxmon
135,digimon,huanglongmon_ruin,,ファンロンモン：ルインモード,HUANGLONGMON: RUIN MODE,究極体,神獣型,NO DATA,https://digimon.net/reference/detail.php?directory_name=huanglongmon_ruin
136,digimon,moonmon,,ムンモン,MOONMON,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=moonmon
137,digimon,sunmon,,サンモン,SUNMON,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=sunmon
138,digimon,brigadramon,,ブリガードラモン,BRIGADRAMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=brigadramon
139,digimon,hi-commandramon,,ハイコマンドラモン,HI-COMMANDRAMON,成熟期,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=hi-commandramon
140,digimon,fenriloogamon,,フェンリルガモン,FENRILOOGAMON,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=fenriloogamon
141,digimon,helloogarmon,,ヘルガルモン,HELLOOGARMON,完全体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=helloogarmon
142,digimon,soloogarmon,,ソルガルモン,SOLOOGARMON,完全体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=soloogarmon
143,digimon,cargodramon,,カーゴドラモン,CARGODRAMON,完全体,マシーン型,ウィルス,https://digimon.net/reference/detail.php?directory_name=cargodramon
144,digimon,loogarmon,,ルガルモン,LOOGARMON,成熟期,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=loogarmon
145,digimon,bowmon,,バウモン,BOWMON,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=bowmon
146,digimon,fusamon,,フサモン,FUSAMON,幼年期Ⅰ,スライム型,,https://digimon.net/reference/detail.php?directory_name=fusamon
147,digimon,quantumon,,クオンタモン,QUANTUMON,究極体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=quantumon
148,digimon,loogamon,,ルガモン,LOOGAMON,成長期,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=loogamon
149,digimon,proximamon,,プロキシマモン,PROXIMAMON,究極体,特異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=proximamon
150,digimon,arcturusmon,,アルクトゥルスモン,ARCTURUSMON,究極体,竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=arcturusmon
151,digimon,greyknightsmon,,グレイナイツモン,GREYKNIGHTSMON,"究極体
(クロスウォーズ)",暗黒騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=greyknightsmon
152,digimon,zanmetsumon,,ザンメツモン,ZANMETSUMON,完全体,獣竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=zanmetsumon
153,digimon,bombermon,,ボマーモン,BOMBERMON,完全体,突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=bombermon
154,digimon,ghilliedhumon,,ギリードゥモン,GHILLIEDHUMON,完全体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=ghilliedhumon
155,digimon,fumamon,,フウマモン,FUMAMON,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=fumamon
156,digimon,cthyllamon,,クティーラモン,CTHYLLAMON,究極体,妖精型,ウィルス,https://digimon.net/reference/detail.php?directory_name=cthyllamon
157,digimon,regulusmon,,レグルスモン,REGULUSMON,完全体,邪竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=regulusmon
158,digimon,ragnamon,,ラグナモン,RAGNAMON,究極体,不明,不明,https://digimon.net/reference/detail.php?directory_name=ragnamon
159,digimon,destromon,,デストロモン,DESTROMON,完全体,不明,不明,https://digimon.net/reference/detail.php?directory_name=destromon
160,digimon,snatchmon,,スナッチモン,SNATCHMON,成熟期,不明,不明,https://digimon.net/reference/detail.php?directory_name=snatchmon
161,digimon,bemmon,,ベムモン,VEMMON,成長期,不明,不明,https://digimon.net/reference/detail.php?directory_name=bemmon
162,digimon,baalmon_x,,バアルモン（X抗体）,BAALMON_X,完全体,魔人型,フリー,https://digimon.net/reference/detail.php?directory_name=baalmon_x
163,digimon,amphimon,,アンフィモン,AMPHIMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=amphimon
164,digimon,diarbbitmon,,ディルビットモン,DIARBBITMON,究極体,獣騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=diarbbitmon
165,digimon,siriusmon,,シリウスモン,SIRIUSMON,究極体,光竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=siriusmon
166,digimon,shinegreymon_ruin,,シャイングレイモン： ルインモード,SHINEGREYMON： RUINMODE,究極体,光竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=shinegreymon_ruin
167,digimon,chamblemon,,シャンブルモン,CHAMBLEMON,成熟期,植物型,ウィルス,https://digimon.net/reference/detail.php?directory_name=chamblemon
168,digimon,publimon,,パブリモン,PUBLIMON,成熟期,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=publimon
169,digimon,oleamon,,オウリアモン,OLEAMON,完全体,食虫植物型,ウィルス,https://digimon.net/reference/detail.php?directory_name=oleamon
170,digimon,huankunmon,,ファンクンモン,HUANKUNMON,完全体,水棲型,ワクチン,https://digimon.net/reference/detail.php?directory_name=huankunmon
171,digimon,xiangpengmon,,シャンポンモン,XIANGPENGMON,究極体,聖鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=xiangpengmon
172,digimon,xiquemon,,シーチューモン,XIQUEMON,成熟期,鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=xiquemon
173,digimon,imperialdramonfightermode_vi,,インペリアルドラモン：ファイターモード（黒）,IMPERIALDRAMON： FIGHTERMODE（BLACK）,究極体,古代竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=imperialdramonfightermode_vi
174,digimon,greymon_blue_x,,グレイモン（青）（X抗体）,GREYMON_BLUE_X,成熟期,恐竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=greymon_blue_x
175,digimon,oboromon,,オボロモン,OBOROMON,完全体,アンデッド型,ウィルス,https://digimon.net/reference/detail.php?directory_name=oboromon
176,digimon,gyukimon,,ギュウキモン,GYUKIMON,完全体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gyukimon
177,digimon,shinmonzaemon,,しんもんざえモン,SHINMONZAEMON,究極体,パペット型,ワクチン,https://digimon.net/reference/detail.php?directory_name=shinmonzaemon
178,digimon,hoverespimon,,ホバーエスピモン,HOVERESPIMON,成熟期,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=hoverespimon
179,digimon,espimon,,エスピモン,ESPIMON,成長期,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=espimon
180,digimon,jupitermmon_wrath,,ユピテルモン：ラースモード,JUPITERMON： WRATHMODE,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=jupitermmon_wrath
181,digimon,plutomon,,プルートモン,PLUTOMON,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=plutomon
182,digimon,ceresmon,,ケレスモン,CERESMON,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=ceresmon
183,digimon,bacchusmon,,バッカスモン,BACCHUSMON,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=bacchusmon
184,digimon,junomon_hysteric,,ユノモン：ヒステリックモード,JUNOMON： HYSTERICMODE,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=junomon_hysteric
185,digimon,junomon,,ユノモン,JUNOMON,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=junomon
186,digimon,thetismon,,テティスモン,THETISMON,完全体,水棲獣人型,データ,https://digimon.net/reference/detail.php?directory_name=thetismon
