source_kind,source_id,name_ja,move_order,dm_technique_id,emerald_runtime_move_id,move_ja
digimon,zombieplutomon,ゾンビプルートモン,3,83,1017,マリオネットアボミネーション
digimon,manekimon,マネキモン,1,84,1018,小判振舞い
digimon,manekimon,マネキモン,2,85,1019,招敵来来拳（しょうてきらいらいけん）
digimon,hakubamon,ハクバモン,1,86,1020,劈龍爪（へきりゅうそう）
digimon,hakubamon,ハクバモン,2,87,1021,焔明珠（えんめいしゅ）
digimon,wankomon,ワンコモン,1,88,1022,豪狛毬（ごうはくきゅう）
digimon,wankomon,ワンコモン,2,89,1023,石土之体（いしづちのてい）
digimon,gasamon,ガサモン,1,90,1024,編笠スピン斬り
digimon,gasamon,ガサモン,2,91,1025,粘溶液（ねんようえき）
digimon,takinmon,ターキモン,1,92,1026,猛冲角（もうちゅうかく）
digimon,takinmon,ターキモン,2,93,1027,岩衝弾（がんしょうだん）
digimon,fujamon,フージャモン,1,94,1028,泿水弾（ぎんすいだん）
digimon,fujamon,フージャモン,2,95,1029,蛟牙（こうが）
digimon,kakamon,カカモン,1,96,1030,猿攻回転弾（えんこうかいてんだん）
digimon,kakamon,カカモン,2,97,1031,金絲吼（きんしこう）
digimon,armalizamon,アルマリザモン,1,98,1032,ニュートロンレイザー
digimon,armalizamon,アルマリザモン,2,99,1033,ニュートロンデフューザー
digimon,armalizamon,アルマリザモン,3,100,1034,ニュートロンブレイド
digimon,armalizamon,アルマリザモン,4,101,1035,デスロールプレス
digimon,onibimon,オニビモン,1,102,1036,燐火（りんか）
digimon,tomorimon,トモリモン,1,103,1037,ヒノタマ
digimon,mococomon,モココモン,1,104,1038,黏雲（ねんうん）
digimon,fukamon,フカモン,1,105,1039,呼雲（こうん）
digimon,parallelmon,パラレルモン,1,106,1040,アブソーベント・バン
digimon,parallelmon,パラレルモン,2,107,1041,エンドレストランス
digimon,nightchiropmon,ナイトキロプモン,1,108,1042,プロビデンススキャン
digimon,nightchiropmon,ナイトキロプモン,2,109,1043,シャドウアーツ
digimon,nightchiropmon,ナイトキロプモン,3,110,1044,ジャイアントラング
digimon,nightchiropmon,ナイトキロプモン,4,111,1045,メズマバースト
digimon,styracomon,スティラコモン,1,112,1046,クリムゾンクレスト
digimon,styracomon,スティラコモン,2,113,1047,ドレッドノートスタンピード
digimon,taotiemon,タオティエモン,1,114,1048,九淵貪角(きゅうえんどんかく)
digimon,taotiemon,タオティエモン,2,115,1049,穢吐餓(えとが)
digimon,taotiemon,タオティエモン,3,116,1050,饕飢爆（とうきばく）
digimon,craniummon_enbarrmon,クレニアムモン+アンヴァルモン,1,117,1051,ルースレスチャージ
digimon,enbarrmon,アンヴァルモン,1,118,1052,ディスレンジホーン
digimon,enbarrmon,アンヴァルモン,2,119,1053,ヴェインアンサー
digimon,metatromon,メタトロモン,1,120,1054,アイアンヘイロウ
digimon,metatromon,メタトロモン,2,121,1055,アイズオブエノク
digimon,metatromon,メタトロモン,3,122,1056,メタトロニオス
digimon,greatgryzmon,グレートグリズモン,1,123,1057,闘魂爪（とうこんそう）
digimon,greatgryzmon,グレートグリズモン,2,124,1058,爆霧（ばくぎり）
digimon,greatgryzmon,グレートグリズモン,3,125,1059,GGS（ジージーエス）
digimon,titamon_skullbaluchimon,タイタモン+スカルバルキモン,1,126,1060,千塵鬼神斬（せんじんきしんざん）
digimon,cougarmon,クーガモン,1,127,1061,ルースレスファング
digimon,cougarmon,クーガモン,2,128,1062,ルースレスクロー
digimon,cougarmon,クーガモン,3,129,1063,ラースロア
digimon,masterblimpmon,マスターブリンプモン,1,130,1064,ツェッペリンサーカス
digimon,masterblimpmon,マスターブリンプモン,2,131,1065,デアデビルブレイク
digimon,hyemon,ハイエモン,1,132,1066,カーズバイト
digimon,hyemon,ハイエモン,2,133,1067,リリースハウリング
digimon,murasamemon,ムラサメモン,1,134,1068,豪ノ斬・叢時雨（ごうのざん・むらしぐれ）
digimon,murasamemon,ムラサメモン,2,135,1069,柔ノ斬・月時雨（じゅうのざん・つきしぐれ）
digimon,murasamemon,ムラサメモン,3,136,1070,終ノ斬・哭雨（ついのざん・こくう）
digimon,wolvermon,ウルヴァモン,1,137,1071,ラピッドバースト
digimon,wolvermon,ウルヴァモン,2,138,1072,スキャッターロケット
digimon,wolvermon,ウルヴァモン,3,139,1073,バージャースラッシュ
digimon,wolvermon,ウルヴァモン,4,140,1074,トムボーイブレイズ
digimon,chiropmon,キロプモン,1,141,1075,パラライズエコー
digimon,chiropmon,キロプモン,2,142,1076,アナライズエコー
digimon,chiropmon,キロプモン,3,143,1077,キュリアスアイズ
digimon,chiropmon,キロプモン,4,144,1078,コンデンスドエコー
digimon,pristimon,プリスティモン,1,145,1079,プリショット
digimon,pristimon,プリスティモン,2,146,1080,スタブクロー
digimon,pristimon,プリスティモン,3,147,1081,テイルスラップ
digimon,dullahamon,デュラハモン,1,148,1082,ベルシラックエッジ
digimon,dullahamon,デュラハモン,2,149,1083,スリーピーホロウ
digimon,gekkomon,ゲッコーモン,1,150,1084,スマッシュビート
digimon,gekkomon,ゲッコーモン,2,151,1085,ブレイクスロー
digimon,gekkomon,ゲッコーモン,3,152,1086,スイングタックル
digimon,kekkomon,ケッコモン,1,153,1087,ビートリック
digimon,kekomon,ケコモン,1,154,1088,粘着性の泡
digimon,magneticdramon,マグネティックドラモン,1,155,1089,ストーンレールガン
digimon,magneticdramon,マグネティックドラモン,2,156,1090,エレクトリックコンプレッション
digimon,magneticdramon,マグネティックドラモン,3,157,1091,マグネティックテンペスト
digimon,maneuvermon,マニューバモン,1,158,1092,ブルータルエアロバティック
digimon,maneuvermon,マニューバモン,2,159,1093,フォルゴーレ
digimon,turbomon,ターボモン,1,160,1094,ブルータルホイール
digimon,turbomon,ターボモン,2,161,1095,クラッシュギアスピン
digimon,nyabootmon,ニャブートモン,1,162,1096,グラビトンネコキック
digimon,nyabootmon,ニャブートモン,2,163,1097,カラバスペシャル
digimon,nyabootmon,ニャブートモン,3,164,1098,秘剣キャット・ザ・ナインライブス
digimon,yihumon,イーフーモン,1,165,1099,斬空(ざんくう)
digimon,yihumon,イーフーモン,2,166,1100,刃羽颪(じんばおろし)
digimon,yihumon,イーフーモン,3,167,1101,窮牙嵐断襲(きゅうがらんだんしゅう)
digimon,ariemon,アリエモン,1,168,1102,絡縛藻紐（らくばくそうちゅう）
digimon,ariemon,アリエモン,2,169,1103,波濤深槍（はとうしんそう）
digimon,ariemon,アリエモン,3,170,1104,浄流海癒（じょうりゅうかいゆ）
digimon,skullseadramon,スカルシードラモン,1,171,1105,サンダージャベリン
digimon,skullseadramon,スカルシードラモン,2,172,1106,デッドロール
digimon,sharkmon,シャークモン,1,173,1107,一斉砲撃
digimon,sharkmon,シャークモン,2,174,1108,プルトダモン
digimon,sharkmon,シャークモン,3,175,1109,ファングチャージ
digimon,kaguyamon,カグヤモン,1,176,1110,武獲物語（たけとりものがたり）
digimon,kaguyamon,カグヤモン,2,177,1111,月夜之迎（つきよのむかえ）
digimon,karakurumon,カラクルモン,1,178,1112,骸繰艶舞・鉢かづき
digimon,karakurumon,カラクルモン,2,179,1113,初瀬のおもてなし
digimon,kokeshimon,コケシモン,1,180,1114,ダンマクエンジュ
digimon,kokeshimon,コケシモン,2,181,1115,キデコノイスクミ
digimon,hanimon,ハニモン,1,182,1116,ハニワフラッシュ
digimon,hanimon,ハニモン,2,183,1117,コフンタックル
digimon,mockingbirdmon,モッキンバーモン,1,184,1118,アイアンインヘイラー
digimon,mockingbirdmon,モッキンバーモン,2,185,1119,トライエアボッツ
digimon,mulemon,ミュールモン,1,186,1120,アイアンギャロップ
digimon,mulemon,ミュールモン,2,187,1121,ロデオミサイル
digimon,maquinamon,マキナモン,1,188,1122,ツインバブル
digimon,nazhamon_crimson,ナタモン：クリムゾンモード,1,189,1123,斬砍双刃撃
digimon,nazhamon_crimson,ナタモン：クリムゾンモード,2,190,1124,封神六蓮華
digimon,shagaramon,シャガラモン,1,191,1125,浪濤扇（ろうとうせん）
digimon,shagaramon,シャガラモン,2,192,1126,鹹海炸滄陣（かんかいさくそうじん）
digimon,shagaramon,シャガラモン,3,193,1127,蒼纏龍神牙（そうてんりゅうじんが）
digimon,medusamon,メデューサモン,1,194,1128,バイティングブート
digimon,medusamon,メデューサモン,2,195,1129,アイズオブゴルゴーン
digimon,medusamon,メデューサモン,3,196,1130,レイジングサーペンタイン
digimon,lamiamon,ラミアモン,1,197,1131,ヴェノブレラ
digimon,lamiamon,ラミアモン,2,198,1132,スプラッシュトキシン
digimon,necromon,ネクロモン,1,199,1133,ソウルストライカー
digimon,necromon,ネクロモン,2,200,1134,アパリションレギオン
digimon,jougamon,ジョウガモン,1,201,1135,墜月衝（ついげつしょう）
digimon,jougamon,ジョウガモン,2,202,1136,蛾眉截波（がびせっぱ）
digimon,jougamon,ジョウガモン,3,203,1137,太陰皓光（たいいんこうこう）
digimon,pyramidimon,ピラミディモン,1,204,1138,ゾフルカーブース
digimon,pyramidimon,ピラミディモン,2,205,1139,アペシュイカーブ
digimon,pyramidimon,ピラミディモン,3,206,1140,ラアナハムシーン
digimon,proganomon,プロガノモン,1,207,1141,トリコンビットデモリッシャー
digimon,proganomon,プロガノモン,2,208,1142,ドリルエミッション
digimon,landramon,ランドラモン,1,209,1143,グラウンドスパイク
digimon,landramon,ランドラモン,2,210,1144,デザートアビス
digimon,invisimon,インビジモン,1,211,1145,インビジブルカッター
digimon,invisimon,インビジモン,2,212,1146,スーパーロケットフィスト
digimon,invisimon,インビジモン,3,213,1147,アルティメットブレーザー
digimon,oblivimon,オブリビモン,1,214,1148,ウェイストアブダクション
digimon,oblivimon,オブリビモン,2,215,1149,アナイデントファイド・エアリアル・フェノメノン
digimon,dimetromon,ディメトロモン,1,216,1150,ルミナスヒート
digimon,dimetromon,ディメトロモン,2,217,1151,セイリングスピン
digimon,ryugumon,リュウグウモン,1,218,1152,儀来四海招（にらいしかいしょう）
digimon,ryugumon,リュウグウモン,2,219,1153,海神之祓（わだつみのはらえ）
digimon,cerunumon,ケルヌモン,1,220,1154,ケルティックバインド
digimon,cerunumon,ケルヌモン,2,221,1155,スキャッターゴームグラス
digimon,marinbullmon,マリンブルモン,1,222,1156,ハイドロデモリッシャー
digimon,marinbullmon,マリンブルモン,2,223,1157,トキシックスプレッド
digimon,elizamon,エリザモン,1,224,1158,フリルドカッター
digimon,elizamon,エリザモン,2,225,1159,ヘリコプテイル
digimon,nezhamon,ナタモン,1,226,1160,乾坤圏
digimon,nezhamon,ナタモン,2,227,1161,爆迅炎戟破
digimon,dinomon,ダイナモン,1,228,1162,バーニングエンド
digimon,dinomon,ダイナモン,2,229,1163,ダイナブレス
digimon,skadimon,スカーディモン,1,230,1164,スノースワッター
digimon,skadimon,スカーディモン,2,231,1165,スノーマンズダンス
digimon,skadimon,スカーディモン,3,232,1166,レイジングアバランチ
digimon,polarbearmon,ポーラーベアモン,1,233,1167,コークスクリューキック
digimon,polarbearmon,ポーラーベアモン,2,234,1168,ウィンターガナリー
digimon,erlangmon_blast,イーランモン：ブラストモード,1,235,1169,万象逸貫
digimon,erlangmon_blast,イーランモン：ブラストモード,2,236,1170,天眼顕聖
digimon,queenbeemon,クイーンビーモン,1,237,1171,アクセルスティンガー
digimon,queenbeemon,クイーンビーモン,2,238,1172,ホーネットイレイザー
digimon,vespamon,ヴェスパモン,1,239,1173,マッハスティンガー
digimon,vespamon,ヴェスパモン,2,240,1174,ビーファランクス
digimon,forgebeemon,フォージビーモン,1,241,1175,トルクスティンガー
digimon,forgebeemon,フォージビーモン,2,242,1176,バンブルウェルダー
digimon,heavymetaldramon,ヘヴィーメタルドラモン,1,243,1177,ブラックサバス
digimon,heavymetaldramon,ヘヴィーメタルドラモン,2,244,1178,ブルーマーダーフレイム
digimon,loudmon,ラウドモン,1,245,1179,メタリカエッジ
digimon,loudmon,ラウドモン,2,246,1180,ディープパープルブラスター
digimon,punkmon,パンクモン,1,247,1181,ブリッツクリーグバップ
digimon,punkmon,パンクモン,2,248,1182,アナーキストフレイム
digimon,takutoumon_wrath,タクトウモン：ラースモード,1,249,1183,龍閃乱撃
digimon,takutoumon_wrath,タクトウモン：ラースモード,2,250,1184,毘沙門八極殲陣
digimon,erlangmon,イーランモン,1,251,1185,鷹尖円舞
digimon,erlangmon,イーランモン,2,252,1186,招来・哮天犬
digimon,cendrillmon,サンドリモン,1,253,1187,マリッジストライク
digimon,cendrillmon,サンドリモン,2,254,1188,ノーブルファミリアーツ
digimon,cendrillmon,サンドリモン,3,255,1189,プリズムデイトブレイク
digimon,chaperomon,シャペロモン,1,256,1190,アップルフォーユー
digimon,chaperomon,シャペロモン,2,257,1191,クリムゾンリッパー
digimon,chaperomon,シャペロモン,3,258,1192,マーシーバスケット
digimon,zephagamon,ゼファーガモン,1,259,1193,ゲイルブレイバー
digimon,zephagamon,ゼファーガモン,2,260,1194,アネモイエンブレイス
digimon,zephagamon,ゼファーガモン,3,261,1195,ディバインテンペスト
digimon,grandgalemon,グランゲイルモン,1,262,1196,ドラゴニックストーム
digimon,grandgalemon,グランゲイルモン,2,263,1197,ウィングトルネード
digimon,fluffymon,フラフィモン,1,264,1198,バーディーヘッド
digimon,yolkmon,ヨークモン,1,265,1199,泡
digimon,callismon,カリスモン,1,266,1200,ディープフォレスト
digimon,callismon,カリスモン,2,267,1201,ロデオバレット
digimon,tlalocmon,トラロックモン,1,268,1202,ネトティリズトリ
digimon,tlalocmon,トラロックモン,2,269,1203,ナウイキアウィトル
digimon,shoeshoemon,シューシューモン,1,270,1204,ローリングストンパー
digimon,shoeshoemon,シューシューモン,2,271,1205,ドングリボム
digimon,shoemon,シューモン,1,272,1206,ワンダーストンプ
digimon,shoemon,シューモン,2,273,1207,プチニードル
digimon,galemon,ゲイルモン,1,274,1208,ハリケーンスライサー
digimon,galemon,ゲイルモン,2,275,1209,トルネードスロワー
digimon,pteromon,プテロモン,1,276,1210,ウィンドスライサー
digimon,pteromon,プテロモン,2,277,1211,ランブルクロー
digimon,takutoumon,タクトウモン,1,278,1212,天星斬
digimon,takutoumon,タクトウモン,2,279,1213,鉄天摧砕
digimon,fenriloogamon_takemikazuchi,フェンリルガモン：建御雷神(タケミカヅチ),1,280,1214,終極戦刃建御雷神（シュウキョクセンジンタケミカヅチ）
digimon,fenriloogamon_takemikazuchi,フェンリルガモン：建御雷神(タケミカヅチ),2,281,1215,絶極舞刀建御雷神（ゼツゴクブトウタケミカヅチ）
digimon,bigukkomon,ビッグウッコモン,1,282,1216,ヴァイオレントパニッシャー
digimon,ukkomon,ウッコモン,1,283,1217,ワールプールスピン
digimon,ukkomon,ウッコモン,2,284,1218,ライアードリーム
digimon,dijiangmon,ディージャンモン,1,285,1219,凶旋壊（きょうせんかい）
digimon,dijiangmon,ディージャンモン,2,286,1220,咒煉衝刻（じゅれんしょうこく）
digimon,dijiangmon,ディージャンモン,3,287,1221,渾沌亜空虚（こんとんあくうきょ）
digimon,xingtianmon,シンテンモン,1,288,1222,斧乗炎怒（ふじょうえんど）
digimon,xingtianmon,シンテンモン,2,289,1223,盾射轟哀（じゅんせきごうあい）
digimon,xingtianmon,シンテンモン,3,290,1224,雷鬧（らいどう)
digimon,lianpumon,リェンフーモン,1,291,1225,鉄壁相（てっぺきのそう）
digimon,lianpumon,リェンフーモン,2,292,1226,献身相（けんしんのそう）
digimon,lianpumon,リェンフーモン,3,293,1227,九種九面撃（きゅうしゅきゅうめんげき）
digimon,dominimon,ドミニモン,1,294,1228,ファイナルエクスキャリバー
digimon,dominimon,ドミニモン,2,295,1229,ゼロヘブンズ
digimon,dominimon,ドミニモン,3,296,1230,ディヴォーションフィールド
digimon,arkhaiangemon,アルケーエンジェモン,1,297,1231,セイントレギオン
digimon,arkhaiangemon,アルケーエンジェモン,2,298,1232,ヘブンズフレイム
digimon,arkhaiangemon,アルケーエンジェモン,3,299,1233,ブレイブオーラ
digimon,luxmon,ルクスモン,1,300,1234,ピコナックル
digimon,luxmon,ルクスモン,2,301,1235,クラウドバリア
digimon,huanglongmon_ruin,ファンロンモン：ルインモード,1,302,1236,無極
digimon,huanglongmon_ruin,ファンロンモン：ルインモード,2,303,1237,晦冥葬
digimon,moonmon,ムンモン,1,304,1238,ムーンライトバブル
digimon,sunmon,サンモン,1,305,1239,サンライトバブル
digimon,brigadramon,ブリガードラモン,1,306,1240,ジェノサイドレイン
digimon,brigadramon,ブリガードラモン,2,307,1241,エクサデストロイヤー
digimon,hi-commandramon,ハイコマンドラモン,1,308,1242,DCDグレネード
digimon,hi-commandramon,ハイコマンドラモン,2,309,1243,デストロイチャージ
digimon,fenriloogamon,フェンリルガモン,1,310,1244,ラグナロクハウリング
digimon,fenriloogamon,フェンリルガモン,2,311,1245,ヨトゥンヘイムゲイル
digimon,fenriloogamon,フェンリルガモン,3,312,1246,フローズヴィトニル
digimon,helloogarmon,ヘルガルモン,1,313,1247,ハウリングバースト
digimon,helloogarmon,ヘルガルモン,2,314,1248,インフェルノクロー
digimon,helloogarmon,ヘルガルモン,3,315,1249,ハティエンブレイス
digimon,soloogarmon,ソルガルモン,1,316,1250,プロミネンスレーザー
digimon,soloogarmon,ソルガルモン,2,317,1251,イラプションハウリング
digimon,soloogarmon,ソルガルモン,3,318,1252,スコルレイジ
digimon,cargodramon,カーゴドラモン,1,319,1253,サプレッションストライク
digimon,cargodramon,カーゴドラモン,2,320,1254,スローターブレード
digimon,loogarmon,ルガルモン,1,321,1255,ハウリングバーナー
digimon,loogarmon,ルガルモン,2,322,1256,フレイムブロウ
digimon,bowmon,バウモン,1,323,1257,パピースパーク
digimon,fusamon,フサモン,1,324,1258,パピーノイズ
digimon,quantumon,クオンタモン,1,325,1259,アンリミテッドジャーニー
digimon,quantumon,クオンタモン,2,326,1260,ヘイジータイム
digimon,loogamon,ルガモン,1,327,1261,ハウリングファイア
digimon,loogamon,ルガモン,2,328,1262,スパイラルバイト
digimon,proximamon,プロキシマモン,1,329,1263,エクスティンクションクラウド
digimon,proximamon,プロキシマモン,2,330,1264,ライトオブリクリエイション
digimon,arcturusmon,アルクトゥルスモン,1,331,1265,ブラックデス
digimon,arcturusmon,アルクトゥルスモン,2,332,1266,ブラックコンフェッション
digimon,greyknightsmon,グレイナイツモン,1,333,1267,ギガーススパイラル
digimon,greyknightsmon,グレイナイツモン,2,334,1268,ヘルインシネレート
digimon,greyknightsmon,グレイナイツモン,3,335,1269,デスデストロイヤー
digimon,zanmetsumon,ザンメツモン,1,336,1270,伍連断霊斬（ごれんだんれいざん）
digimon,zanmetsumon,ザンメツモン,2,337,1271,伍重螺旋断（ごじゅうらせんだち）
digimon,zanmetsumon,ザンメツモン,3,338,1272,獄門縛（ごくもんしばり）
digimon,bombermon,ボマーモン,1,339,1273,コンボブラスト
digimon,bombermon,ボマーモン,2,340,1274,リミットエクスプロージョン
digimon,ghilliedhumon,ギリードゥモン,1,341,1275,トゥルーアイズ
digimon,ghilliedhumon,ギリードゥモン,2,342,1276,コアシュート
digimon,fumamon,フウマモン,1,343,1277,燕（つばくろ）
digimon,fumamon,フウマモン,2,344,1278,舎利弗（しゃりほつ）
digimon,fumamon,フウマモン,3,345,1279,黄泉戻（よみもどし）
digimon,cthyllamon,クティーラモン,1,346,1280,バッカルラッシュ
digimon,cthyllamon,クティーラモン,2,347,1281,オーシャンヘル
digimon,cthyllamon,クティーラモン,3,348,1282,アクアグラインダー
digimon,regulusmon,レグルスモン,1,349,1283,カリプバイト
digimon,regulusmon,レグルスモン,2,350,1284,ゲニアス
digimon,regulusmon,レグルスモン,3,351,1285,デッドエンドスパイク
digimon,regulusmon,レグルスモン,4,352,1286,グラントレース
digimon,ragnamon,ラグナモン,1,353,1287,ラグナロク・キャノン
digimon,ragnamon,ラグナモン,2,354,1288,ギムレットガン
digimon,ragnamon,ラグナモン,3,355,1289,スペイザー
digimon,ragnamon,ラグナモン,4,356,1290,シャトルシザーズ
digimon,ragnamon,ラグナモン,5,357,1291,サテライトバスター
digimon,ragnamon,ラグナモン,6,358,1292,フュージョナイズ
digimon,destromon,デストロモン,1,359,1293,3連装砲
digimon,destromon,デストロモン,2,360,1294,ジャガーノートブラスト
digimon,destromon,デストロモン,3,361,1295,ロングレンジバスターキャノン
digimon,destromon,デストロモン,4,358,1292,フュージョナイズ
digimon,snatchmon,スナッチモン,1,362,1296,ルインレーザー
digimon,snatchmon,スナッチモン,2,363,1297,トゥースピア
digimon,snatchmon,スナッチモン,3,358,1292,フュージョナイズ
digimon,bemmon,ベムモン,1,364,1298,メッサークロー
digimon,bemmon,ベムモン,2,358,1292,フュージョナイズ
digimon,baalmon_x,バアルモン（X抗体）,1,365,1299,トゥーリブラスト
digimon,baalmon_x,バアルモン（X抗体）,2,366,1300,ザイカミウチ
digimon,baalmon_x,バアルモン（X抗体）,3,367,1301,アブソマーク
digimon,amphimon,アンフィモン,1,368,1302,クリスタルフリーザー
digimon,amphimon,アンフィモン,2,369,1303,アクアザンバー
digimon,amphimon,アンフィモン,3,370,1304,ライバーンブレイク
digimon,amphimon,アンフィモン,4,371,1305,アンブレディフェンダー
digimon,diarbbitmon,ディルビットモン,1,372,1306,トラスゲイン
digimon,diarbbitmon,ディルビットモン,2,373,1307,ボルジャーグ
digimon,diarbbitmon,ディルビットモン,3,374,1308,バックストラッシュ
